geneID	Description	Pathway
103644857	triosephosphate isomerase, cytosolic	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
103645706	triosephosphate isomerase, cytosolic-like	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
103646366	aldose 1-epimerase	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
103646525	acetyl-coenzyme A synthetase, chloroplastic/glyoxysomal	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
103646581	aldehyde dehydrogenase family 7 member A1	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
103647427	ATP-dependent 6-phosphofructokinase 5, chloroplastic isoform X1	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
103648726	fructose-bisphosphate aldolase 3, chloroplastic	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
103650140	dihydrolipoyl dehydrogenase 1, mitochondrial	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
103650768	hexokinase-3	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
103651223	hexokinase-6	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
103651489	phosphoglucomutase, chloroplastic	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
103651775	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
103651898	triosephosphate isomerase, cytosolic-like	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
103653043	fructose-bisphosphate aldolase 3, chloroplastic-like	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
103653517	aldehyde dehydrogenase family 7 member A1-like	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
103653987	fructose-bisphosphate aldolase 3, chloroplastic	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
109939179	phosphoenolpyruvate carboxykinase (ATP)	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
541622	phosphoenolpyruvate carboxykinase (ATP) isoform 1	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
541705	pdh2; pyruvate dehydrogenase 2	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
541781	dihydrolipoamide S-acetyltransferase	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
541919	pdc3; pyruvate decarboxylase 3	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
542177	PK; PK protein	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
542261	ald1; fructose-bisphosphate aldolase, cytoplasmic isozyme	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
542313	phi1; glucose-6-phosphate isomerase, cytosolic	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
542316	eno2; enolase 2	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
542333	GAPC3; glyceraldehyde-3-phosphate dehydrogenase 3, cytosolic	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
542358	phosphoglucomutase, cytoplasmic 2	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
542363	adh1; alcohol dehydrogenase 1	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
542364	adh2; alcohol dehydrogenase 2	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
542367	glyceraldehyde-3-phosphate dehydrogenase 1, cytosolic	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
542376	pdc1; pyruvate decarboxylase 1	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
542459	fdh1; alcohol dehydrogenase class-3	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
542483	pyruvate dehydrogenase E1 beta subunit	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
542510	pco074668; uncharacterized protein LOC542510	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
542567	aldh2; aldehyde dehydrogenase 2	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
542578	pco072546; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
542583	gpn1; NADP-dependent glyceraldehyde-3-phosphate dehydrogenase	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
542607	pyruvate dehydrogenase E1 beta subunit	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
542651	pdc2; pyruvate decarboxylase 2	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
542718	GAPC2; glyceraldehyde-3-phosphate dehydrogenase 2, cytosolic	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
542721	phosphoglucomutase, cytoplasmic 1	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
606466	pco139502b; uncharacterized protein LOC606466	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
732791	pdh1; pyruvate dehydrogenase 1	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
732806	rf2; mitochondrial aldehyde dehydrogenase 2	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
732811	eno1; enolase 1	Glycolysis / Gluconeogenesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00010/image
100191657	uncharacterized protein LOC100191657	Citrate cycle (TCA cycle) - Zea mays (maize)	http://rest.kegg.jp/get/zma00020/image
100191841	uncharacterized protein LOC100191841	Citrate cycle (TCA cycle) - Zea mays (maize)	http://rest.kegg.jp/get/zma00020/image
100192900	pco128534b; uncharacterized protein LOC100192900	Citrate cycle (TCA cycle) - Zea mays (maize)	http://rest.kegg.jp/get/zma00020/image
100193491	pco104294; uncharacterized protein LOC100193491	Citrate cycle (TCA cycle) - Zea mays (maize)	http://rest.kegg.jp/get/zma00020/image
100193663	malate dehydrogenase	Citrate cycle (TCA cycle) - Zea mays (maize)	http://rest.kegg.jp/get/zma00020/image
100193743	pco143139c; uncharacterized protein LOC100193743	Citrate cycle (TCA cycle) - Zea mays (maize)	http://rest.kegg.jp/get/zma00020/image
100194338	cl5118_1; Citrate synthase	Citrate cycle (TCA cycle) - Zea mays (maize)	http://rest.kegg.jp/get/zma00020/image
100216599	uncharacterized protein LOC100216599	Citrate cycle (TCA cycle) - Zea mays (maize)	http://rest.kegg.jp/get/zma00020/image
100216609	succinyl-CoA ligase alpha-chain 2	Citrate cycle (TCA cycle) - Zea mays (maize)	http://rest.kegg.jp/get/zma00020/image
100216648	csu474(rpS14); uncharacterized protein LOC100216648	Citrate cycle (TCA cycle) - Zea mays (maize)	http://rest.kegg.jp/get/zma00020/image
100217128	seed maturation protein PM41	Citrate cycle (TCA cycle) - Zea mays (maize)	http://rest.kegg.jp/get/zma00020/image
100272256	AY112355; uncharacterized protein LOC100272256	Citrate cycle (TCA cycle) - Zea mays (maize)	http://rest.kegg.jp/get/zma00020/image
100272371	idh2; isocitrate dehydrogenase 2	Citrate cycle (TCA cycle) - Zea mays (maize)	http://rest.kegg.jp/get/zma00020/image
100272519	uncharacterized protein LOC100272519	Citrate cycle (TCA cycle) - Zea mays (maize)	http://rest.kegg.jp/get/zma00020/image
100272834	uncharacterized protein LOC100272834	Citrate cycle (TCA cycle) - Zea mays (maize)	http://rest.kegg.jp/get/zma00020/image
100272900	uncharacterized protein LOC100272900	Citrate cycle (TCA cycle) - Zea mays (maize)	http://rest.kegg.jp/get/zma00020/image
100272953	uncharacterized protein LOC100272953	Citrate cycle (TCA cycle) - Zea mays (maize)	http://rest.kegg.jp/get/zma00020/image
