geneID	Description	Pathway
MTR_7g100760	pyruvate kinase family protein	Glycolysis / Gluconeogenesis - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00010/image
MTR_7g103020	triosephosphate isomerase	Glycolysis / Gluconeogenesis - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00010/image
MTR_7g103420	pyruvate kinase family protein	Glycolysis / Gluconeogenesis - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00010/image
MTR_7g103620	phosphopyruvate hydratase	Glycolysis / Gluconeogenesis - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00010/image
MTR_7g103920	fructose-bisphosphate aldolase	Glycolysis / Gluconeogenesis - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00010/image
MTR_7g116910	glucose-6-phosphate 1-epimerase-like protein	Glycolysis / Gluconeogenesis - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00010/image
MTR_7g118200	2-oxoisovalerate dehydrogenase E1 component, alpha subunit	Glycolysis / Gluconeogenesis - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00010/image
MTR_8g014530	hexokinase	Glycolysis / Gluconeogenesis - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00010/image
MTR_8g018770	long form dihydrolipoamide acetyltransferase	Glycolysis / Gluconeogenesis - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00010/image
MTR_8g024310	pyruvate dehydrogenase E1 component, alpha subunit	Glycolysis / Gluconeogenesis - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00010/image
MTR_8g046560	26S proteasome non-ATPase regulatory subunit 6	Glycolysis / Gluconeogenesis - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00010/image
MTR_8g062670	pyruvate dehydrogenase complex E1 alpha subunit	Glycolysis / Gluconeogenesis - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00010/image
MTR_8g064170	NAD-dependent aldehyde dehydrogenase family protein	Glycolysis / Gluconeogenesis - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00010/image
MTR_8g067275	phosphoenolpyruvate carboxykinase [ATP] protein	Glycolysis / Gluconeogenesis - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00010/image
MTR_8g069040	6-phosphofructokinase	Glycolysis / Gluconeogenesis - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00010/image
MTR_8g070095	aldo/keto reductase family oxidoreductase	Glycolysis / Gluconeogenesis - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00010/image
MTR_8g076480	NAD-dependent aldehyde dehydrogenase family protein	Glycolysis / Gluconeogenesis - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00010/image
MTR_8g079780	phosphoglycerate mutase	Glycolysis / Gluconeogenesis - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00010/image
MTR_8g091330	phosphoglycerate/bisphosphoglycerate mutase family protein	Glycolysis / Gluconeogenesis - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00010/image
