geneID	Description	Pathway
Dmel_CG3861	kdn; knockdown, isoform A	Citrate cycle (TCA cycle) - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00020/image
Dmel_CG4094	l(1)G0255; lethal (1) G0255, isoform A	Citrate cycle (TCA cycle) - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00020/image
Dmel_CG4095	CG4095; uncharacterized protein	Citrate cycle (TCA cycle) - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00020/image
Dmel_CG4706	CG4706; uncharacterized protein	Citrate cycle (TCA cycle) - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00020/image
Dmel_CG4900	Irp-1A; iron regulatory protein 1A	Citrate cycle (TCA cycle) - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00020/image
Dmel_CG5028	CG5028; uncharacterized protein, isoform B	Citrate cycle (TCA cycle) - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00020/image
Dmel_CG5214	CG5214; uncharacterized protein	Citrate cycle (TCA cycle) - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00020/image
Dmel_CG5261	muc; midline uncoordinated, isoform C	Citrate cycle (TCA cycle) - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00020/image
Dmel_CG5362	Mdh1; malate dehydrogenase 1, isoform B	Citrate cycle (TCA cycle) - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00020/image
Dmel_CG5718	SdhAL; succinate dehydrogenase, subunit A (flavoprotein)-like	Citrate cycle (TCA cycle) - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00020/image
Dmel_CG6140	CG6140; uncharacterized protein, isoform B	Citrate cycle (TCA cycle) - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00020/image
Dmel_CG6255	CG6255; uncharacterized protein	Citrate cycle (TCA cycle) - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00020/image
Dmel_CG6342	Irp-1B; iron regulatory protein 1B	Citrate cycle (TCA cycle) - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00020/image
Dmel_CG6439	Idh3b; isocitrate dehydrogenase 3b, isoform B	Citrate cycle (TCA cycle) - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00020/image
Dmel_CG6629	CG6629; uncharacterized protein	Citrate cycle (TCA cycle) - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00020/image
Dmel_CG6666	SdhC; succinate dehydrogenase, subunit C, isoform B	Citrate cycle (TCA cycle) - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00020/image
Dmel_CG7010	l(1)G0334; lethal (1) G0334, isoform A	Citrate cycle (TCA cycle) - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00020/image
Dmel_CG7024	CG7024; uncharacterized protein	Citrate cycle (TCA cycle) - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00020/image
Dmel_CG7176	Idh; isocitrate dehydrogenase, isoform K	Citrate cycle (TCA cycle) - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00020/image
Dmel_CG7349	SdhBL; succinate dehydrogenase, subunit B (iron-sulfur)-like, isoform C	Citrate cycle (TCA cycle) - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00020/image
Dmel_CG7430	CG7430; uncharacterized protein, isoform B	Citrate cycle (TCA cycle) - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00020/image
Dmel_CG7998	Mdh2; malate dehydrogenase 2	Citrate cycle (TCA cycle) - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00020/image
Dmel_CG8322	ATPCL; ATP citrate lyase, isoform E	Citrate cycle (TCA cycle) - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00020/image
Dmel_CG9244	Acon; aconitase, isoform E	Citrate cycle (TCA cycle) - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00020/image
Dmel_CG10202	CG10202; uncharacterized protein	Pentose phosphate pathway - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00030/image
Dmel_CG1152	Gld; glucose dehydrogenase, isoform A	Pentose phosphate pathway - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00030/image
Dmel_CG12398	CG12398; uncharacterized protein	Pentose phosphate pathway - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00030/image
