geneID	Description	Pathway
107779604	cytosolic enolase 3-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107779770	pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107779939	NtCPGM; phosphoglucomutase, cytoplasmic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107779989	aldehyde dehydrogenase family 2 member B7, mitochondrial-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107780108	pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107780728	L-lactate dehydrogenase B-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107780856	hexokinase-3-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107781369	phosphoglucomutase, cytoplasmic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107781715	fructose-bisphosphate aldolase cytoplasmic isozyme-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107781796	enolase 1, chloroplastic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107781978	ATP-dependent 6-phosphofructokinase 6-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107782067	aldehyde dehydrogenase family 2 member B7, mitochondrial-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107782098	phosphoglucomutase, chloroplastic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107782283	dihydrolipoyl dehydrogenase 2, chloroplastic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107782306	ATP-dependent 6-phosphofructokinase 3-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107782399	phosphoglycerate kinase, cytosolic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107782568	pyruvate kinase, cytosolic isozyme-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107782907	plastidial pyruvate kinase 2-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107782995	enolase-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107783505	pyruvate kinase isozyme G, chloroplastic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107783795	dihydrolipoyl dehydrogenase 2, chloroplastic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107783850	phosphoglycerate kinase, cytosolic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107783863	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107783944	aldehyde dehydrogenase family 2 member B7, mitochondrial-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107784214	fructose-bisphosphate aldolase, cytoplasmic isozyme 1-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107784332	fructose-bisphosphate aldolase, chloroplastic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107784539	fructose-1,6-bisphosphatase, chloroplastic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107784541	fructose-1,6-bisphosphatase, chloroplastic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107784659	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107784687	aldo-keto reductase family 4 member C10-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107784747	fructose-1,6-bisphosphatase, chloroplastic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
