100037445	100037445
100037447	100037447
100037448	100037448
100037449	100037449
100037450	100037450
100037452	100037452
100037455	100037455
100037453	100037453
100037456	100037456
100037457	100037457
100037458	100037458
100037459	100037459
100037460	100037460
100037461	100037461
100037462	100037462
100037466	100037466
100037467	100037467
100037468	100037468
100037469	100037469
100037470	100037470
100037471	100037471
100037472	100037472
100037473	100037473
100037475	100037475
100037476	100037476
100037477	100037477
100037478	100037478
100037479	100037479
100037481	100037481
100037482	100037482
100101837	100101837
100101839	100101839
100101840	100101840
100101841	100101841
100101844	100101844
100101848	100101848
100101849	100101849
100101853	100101853
100101857	100101857
100101858	100101858
100101859	100101859
100101862	100101862
100101864	100101864
100101865	100101865
100101866	100101866
100101867	100101867
100101871	100101871
100101872	100101872
100101873	100101873
100101874	100101874
100101875	100101875
100037464	100037464
100037474	100037474
100037480	100037480
100037483	100037483
100101876	100101876
100037484	100037484
100101835	100101835
100101836	100101836
100101861	100101861
100101868	100101868
100101869	100101869
100101878	100101878
100101881	100101881
100101884	100101884
100101886	100101886
100101887	100101887
100101889	100101889
100101890	100101890
100101891	100101891
100101892	100101892
100101893	100101893
100101894	100101894
100101882	100101882
100101885	100101885
100101895	100101895
100101896	100101896
100101897	100101897
100101898	100101898
100101899	100101899
100101900	100101900
100101901	100101901
100101902	100101902
100101903	100101903
100101904	100101904
100101908	100101908
100101909	100101909
100101913	100101913
100101914	100101914
100101915	100101915
100125585	100125585
100127361	100127361
100127365	100127365
100127368	100127368
100127369	100127369
100127370	100127370
100127371	100127371
100127373	100127373
100127375	100127375
100127376	100127376
100127377	100127377
100127378	100127378
100127380	100127380
100127381	100127381
100127382	100127382
100127383	100127383
100127384	100127384
100127385	100127385
100127386	100127386
100127387	100127387
100101912	100101912
100127362	100127362
100127366	100127366
100127367	100127367
100127372	100127372
100127379	100127379
100127388	100127388
100127393	100127393
100127389	100127389
100127391	100127391
100127392	100127392
100127394	100127394
100127395	100127395
100127396	100127396
100127397	100127397
100127398	100127398
100127399	100127399
100127400	100127400
100127401	100127401
