100009600	100009600
100009614	100009614
100009664	100009664
100012	100012
100017	100017
100019	100019
100033459	100033459
100034251	100034251
100034675	100034675
100034684	100034684
100034729	100034729
100034748	100034748
100036518	100036518
100036521	100036521
100036568	100036568
100036569	100036569
100036768	100036768
100037278	100037278
100037282	100037282
100037283	100037283
100037396	100037396
100037413	100037413
100038353	100038353
100009609	100009609
100034361	100034361
100034363	100034363
100034726	100034726
100034739	100034739
100036520	100036520
100036523	100036523
100036537	100036537
100037258	100037258
100037260	100037260
100037262	100037262
100038347	100038347
100038356	100038356
100038358	100038358
100038371	100038371
100038382	100038382
100038388	100038388
100038392	100038392
100038394	100038394
100038417	100038417
100038429	100038429
100038437	100038437
100038460	100038460
100038467	100038467
100038468	100038468
100038476	100038476
100038493	100038493
100038494	100038494
100038504	100038504
100038513	100038513
100038514	100038514
100038516	100038516
100038525	100038525
100038528	100038528
100038538	100038538
100038554	100038554
100038555	100038555
100038556	100038556
100038560	100038560
100038570	100038570
100038574	100038574
100038575	100038575
100038582	100038582
100038601	100038601
100038607	100038607
100038608	100038608
100038614	100038614
100038617	100038617
100038618	100038618
100038628	100038628
100038636	100038636
100038654	100038654
100038659	100038659
100038666	100038666
100038671	100038671
100038689	100038689
100038690	100038690
100038700	100038700
100038706	100038706
100038708	100038708
100038709	100038709
100038712	100038712
100038363	100038363
100038545	100038545
100038595	100038595
100038627	100038627
100038374	100038374
100038481	100038481
100038378	100038378
100038591	100038591
100038384	100038384
100038497	100038497
100038410	100038410
100038439	100038439
100038453	100038453
100038454	100038454
100038464	100038464
100038577	100038577
100038600	100038600
100038479	100038479
100038693	100038693
100038489	100038489
100038492	100038492
100038522	100038522
100038526	100038526
100038699	100038699
100038566	100038566
100038571	100038571
100038584	100038584
100038599	100038599
100038602	100038602
100038610	100038610
100038623	100038623
100038638	100038638
100038653	100038653
100038657	100038657
100038714	100038714
100038718	100038718
100038726	100038726
100038728	100038728
100038732	100038732
100038734	100038734
100038735	100038735
100038743	100038743
100038746	100038746
100038752	100038752
100038761	100038761
100038847	100038847
100038859	100038859
100038909	100038909
100038912	100038912
100038927	100038927
100038941	100038941
100038947	100038947
100038948	100038948
100038949	100038949
100038967	100038967
100038971	100038971
