source	ID	GO
GPL2810	A000065_01	GO:0030276
GPL2810	A000065_01	GO:0048268
GPL2810	A000066_01	GO:0006468
GPL2810	A000066_01	GO:0012505
GPL2810	A000066_01	GO:0016301
GPL2810	A000067_01	GO:0005215
GPL2810	A000067_01	GO:0005886
GPL2810	A000067_01	GO:0006817
GPL2810	A000068_01	GO:0005529
GPL2810	A000068_01	GO:0008150
GPL2810	A000068_01	GO:0009505
GPL2810	A000069_01	GO:0003724
GPL2810	A000069_01	GO:0008026
GPL2810	A000069_01	GO:0009570
GPL2810	A000069_01	GO:0009793
GPL2810	A000069_01	GO:0010494
GPL2810	A000069_01	GO:0010497
GPL2810	A000069_01	GO:0016441
GPL2810	A000070_01	GO:0005529
GPL2810	A000070_01	GO:0008150
GPL2810	A000070_01	GO:0009505
GPL2810	A000071_01	GO:0003674
GPL2810	A000071_01	GO:0005634
GPL2810	A000071_01	GO:0006355
GPL2810	A000072_01	GO:0003674
GPL2810	A000072_01	GO:0005575
GPL2810	A000072_01	GO:0008150
GPL2810	A000073_01	GO:0003825
GPL2810	A000073_01	GO:0004805
GPL2810	A000073_01	GO:0005992
GPL2810	A000073_01	GO:0016020
GPL2810	A000074_01	GO:0012505
GPL2810	A000076_01	GO:0003674
GPL2810	A000076_01	GO:0005575
GPL2810	A000076_01	GO:0008150
GPL2810	A000077_01	GO:0005742
GPL2810	A000077_01	GO:0005744
GPL2810	A000077_01	GO:0006626
GPL2810	A000077_01	GO:0009536
GPL2810	A000077_01	GO:0015450
GPL2810	A000077_01	GO:0022626
GPL2810	A000077_01	GO:0046872
GPL2810	A000080_01	GO:0004674
GPL2810	A000080_01	GO:0005524
GPL2810	A000080_01	GO:0005886
GPL2810	A000080_01	GO:0006468
GPL2810	A000080_01	GO:0006499
GPL2810	A000081_01	GO:0004084
GPL2810	A000081_01	GO:0005575
GPL2810	A000081_01	GO:0009081
GPL2810	A000082_01	GO:0003674
GPL2810	A000082_01	GO:0008150
GPL2810	A000082_01	GO:0012505
GPL2810	A000083_01	GO:0003676
GPL2810	A000083_01	GO:0005575
GPL2810	A000083_01	GO:0008150
GPL2810	A000084_01	GO:0003674
GPL2810	A000084_01	GO:0005575
GPL2810	A000084_01	GO:0008150
GPL2810	A000085_01	GO:0003674
GPL2810	A000085_01	GO:0005575
GPL2810	A000085_01	GO:0008150
GPL2810	A000086_01	GO:0008150
GPL2810	A000086_01	GO:0012505
GPL2810	A000086_01	GO:0016787
GPL2810	A000087_01	GO:0003674
GPL2810	A000087_01	GO:0006979
GPL2810	A000088_01	GO:0003700
GPL2810	A000088_01	GO:0005515
GPL2810	A000088_01	GO:0008270
GPL2810	A000089_01	GO:0030295
GPL2810	A000089_01	GO:0042149
GPL2810	A000090_01	GO:0003674
GPL2810	A000090_01	GO:0005575
GPL2810	A000090_01	GO:0008150
GPL2810	A000091_01	GO:0005773
GPL2810	A000091_01	GO:0007165
GPL2810	A000091_01	GO:0035091
GPL2810	A000092_01	GO:0005351
GPL2810	A000092_01	GO:0009507
GPL2810	A000092_01	GO:0016020
GPL2810	A000092_01	GO:0055085
GPL2810	A000093_01	GO:0005544
GPL2810	A000093_01	GO:0006499
GPL2810	A000093_01	GO:0010186
GPL2810	A000093_01	GO:0019725
GPL2810	A000094_01	GO:0003674
GPL2810	A000094_01	GO:0005575
GPL2810	A000094_01	GO:0008150
GPL2810	A000095_01	GO:0005575
GPL2810	A000095_01	GO:0008270
GPL2810	A000095_01	GO:0009793
GPL2810	A000096_01	GO:0003674
GPL2810	A000096_01	GO:0005575
GPL2810	A000096_01	GO:0008150
GPL2810	A000097_01	GO:0004747
GPL2810	A000097_01	GO:0005575
GPL2810	A000097_01	GO:0006014
GPL2810	A000098_01	GO:0003674
GPL2810	A000098_01	GO:0005575
GPL2810	A000098_01	GO:0008150
GPL2810	A000099_01	GO:0003674
GPL2810	A000099_01	GO:0005575
GPL2810	A000099_01	GO:0008150
GPL2810	A000100_01	GO:0005515
GPL2810	A000100_01	GO:0008270
GPL2810	A000102_01	GO:0003674
GPL2810	A000102_01	GO:0008150
GPL2810	A000102_01	GO:0012505
GPL2810	A000103_01	GO:0003674
GPL2810	A000103_01	GO:0005575
GPL2810	A000103_01	GO:0008150
GPL2810	A000104_01	GO:0006066
GPL2810	A000104_01	GO:0012505
GPL2810	A000104_01	GO:0016614
GPL2810	A000104_01	GO:0016832
GPL2810	A000104_01	GO:0050660
GPL2810	A000106_01	GO:0003674
GPL2810	A000106_01	GO:0008150
GPL2810	A000106_01	GO:0012505
GPL2810	A000107_01	GO:0006486
GPL2810	A000107_01	GO:0012505
GPL2810	A000107_01	GO:0016020
GPL2810	A000107_01	GO:0016758
GPL2810	A000108_01	GO:0004674
GPL2810	A000108_01	GO:0004713
GPL2810	A000108_01	GO:0005524
GPL2810	A000108_01	GO:0006468
GPL2810	A000109_01	GO:0005215
GPL2810	A000109_01	GO:0005886
GPL2810	A000109_01	GO:0006820
GPL2810	A000109_01	GO:0006873
GPL2810	A000109_01	GO:0009270
GPL2810	A000109_01	GO:0009737
GPL2810	A000109_01	GO:0010037
GPL2810	A000109_01	GO:0010118
GPL2810	A000109_01	GO:0010193
GPL2810	A000109_01	GO:0016021
GPL2810	A000109_01	GO:0050891
GPL2810	A000110_01	GO:0008150
GPL2810	A000111_01	GO:0005525
GPL2810	A000111_01	GO:0005886
GPL2810	A000111_01	GO:0006979
GPL2810	A000111_01	GO:0009651
GPL2810	A000112_01	GO:0003674
GPL2810	A000112_01	GO:0005575
GPL2810	A000112_01	GO:0008150
GPL2810	A000113_01	GO:0004722
GPL2810	A000113_01	GO:0006470
GPL2810	A000113_01	GO:0008287
GPL2810	A000114_01	GO:0005575
GPL2810	A000114_01	GO:0009813
GPL2810	A000114_01	GO:0016706
GPL2810	A000115_01	GO:0003735
GPL2810	A000115_01	GO:0006412
GPL2810	A000115_01	GO:0009793
GPL2810	A000115_01	GO:0022627
GPL2810	A000118_01	GO:0003674
GPL2810	A000118_01	GO:0005575
GPL2810	A000118_01	GO:0006499
GPL2810	A000119_01	GO:0003674
GPL2810	A000119_01	GO:0005575
GPL2810	A000119_01	GO:0008150
GPL2810	A000120_01	GO:0003700
GPL2810	A000120_01	GO:0005575
GPL2810	A000120_01	GO:0009414
GPL2810	A000120_01	GO:0016563
GPL2810	A000122_01	GO:0003700
GPL2810	A000122_01	GO:0004871
GPL2810	A000122_01	GO:0005515
GPL2810	A000122_01	GO:0005634
GPL2810	A000122_01	GO:0006355
GPL2810	A000122_01	GO:0007165
GPL2810	A000123_01	GO:0004497
GPL2810	A000123_01	GO:0009055
GPL2810	A000123_01	GO:0012505
GPL2810	A000123_01	GO:0019825
GPL2810	A000123_01	GO:0020037
GPL2810	A000124_01	GO:0008150
GPL2810	A000124_01	GO:0031225
GPL2810	A000125_01	GO:0003674
GPL2810	A000125_01	GO:0005575
GPL2810	A000125_01	GO:0008150
GPL2810	A000126_01	GO:0005575
GPL2810	A000126_01	GO:0008152
GPL2810	A000126_01	GO:0015020
GPL2810	A000126_01	GO:0050403
GPL2810	A000126_01	GO:0050502
GPL2810	A000128_01	GO:0004712
GPL2810	A000128_01	GO:0005829
GPL2810	A000128_01	GO:0006468
GPL2810	A000129_01	GO:0003700
GPL2810	A000129_01	GO:0005634
GPL2810	A000129_01	GO:0045449
GPL2810	A000130_01	GO:0003674
GPL2810	A000130_01	GO:0005575
GPL2810	A000130_01	GO:0008150
GPL2810	A000132_01	GO:0008150
GPL2810	A000133_01	GO:0003674
GPL2810	A000133_01	GO:0008150
GPL2810	A000133_01	GO:0012505
GPL2810	A000134_01	GO:0005524
GPL2810	A000134_01	GO:0012505
GPL2810	A000134_01	GO:0016887
GPL2810	A000136_01	GO:0005575
GPL2810	A000136_01	GO:0008152
GPL2810	A000136_01	GO:0016787
GPL2810	A000137_01	GO:0008152
GPL2810	A000137_01	GO:0016787
GPL2810	A000138_01	GO:0003674
GPL2810	A000138_01	GO:0008150
GPL2810	A000138_01	GO:0012505
GPL2810	A000139_01	GO:0005575
GPL2810	A000140_01	GO:0003674
GPL2810	A000140_01	GO:0005575
GPL2810	A000140_01	GO:0008150
GPL2810	A000141_01	GO:0003700
GPL2810	A000141_01	GO:0005634
GPL2810	A000141_01	GO:0006355
GPL2810	A000141_01	GO:0009873
