source	ID	GO
chickenAffy	AY510475.CDS6.S1_s_at	GO:0005576
chickenAffy	AY510475.CDS6.S1_s_at	GO:0005667
chickenAffy	AY510475.CDS6.S1_s_at	GO:0006355
chickenAffy	AY510475.CDS6.S1_s_at	GO:0006935
chickenAffy	AY510475.CDS6.S1_s_at	GO:0006955
chickenAffy	AY510475.CDS6.S1_s_at	GO:0007165
chickenAffy	AY510475.CDS6.S1_s_at	GO:0008009
chickenAffy	AY510475.CDS6.S1_s_at	GO:0043565
chickenAffy	AY510475.CDS6.S1_s_at	GO:0046983
chickenAffy	AY510475.CDS65.S1_s_at	GO:0005488
chickenAffy	AY510475.CDS65.S1_s_at	GO:0016021
chickenAffy	AY562987.CDS1.S1_at	GO:0003676
chickenAffy	AY562987.CDS1.S1_at	GO:0005198
chickenAffy	AY562987.CDS1.S1_at	GO:0019013
chickenAffy	AY562987.CDS2.S1_at	GO:0016070
chickenAffy	AY562987.CDS3.S1_at	GO:0005198
chickenAffy	AY562987.CDS3.S1_at	GO:0019068
chickenAffy	AY562987.CDS4.S1_at	GO:0005515
chickenAffy	AY562987.CDS4.S1_at	GO:0005886
chickenAffy	AY562987.CDS4.S1_at	GO:0006948
chickenAffy	AY562987.CDS4.S1_at	GO:0016021
chickenAffy	AY562987.CDS4.S1_at	GO:0019031
chickenAffy	AY562987.CDS4.S1_at	GO:0055036
chickenAffy	AY562987.CDS5.S1_at	GO:0004308
chickenAffy	AY562987.CDS5.S1_at	GO:0005975
chickenAffy	AY562987.CDS5.S1_at	GO:0006687
chickenAffy	AY562987.CDS5.S1_at	GO:0007165
chickenAffy	AY562987.CDS5.S1_at	GO:0009986
chickenAffy	AY562987.CDS5.S1_at	GO:0016021
chickenAffy	AY562987.CDS5.S1_at	GO:0019031
chickenAffy	AY562987.CDS5.S1_at	GO:0019058
chickenAffy	AY562987.CDS5.S1_at	GO:0046789
chickenAffy	AY562987.CDS6.S1_at	GO:0003723
chickenAffy	AY562987.CDS6.S1_at	GO:0003968
chickenAffy	AY562987.CDS6.S1_at	GO:0005524
chickenAffy	AY562987.CDS6.S1_at	GO:0006144
chickenAffy	AY562987.CDS6.S1_at	GO:0006370
chickenAffy	AY562987.CDS6.S1_at	GO:0006410
chickenAffy	AY562987.CDS6.S1_at	GO:0008168
chickenAffy	AY562987.CDS6.S1_at	GO:0019012
chickenAffy	AY562987.CDS6.S1_at	GO:0031379
chickenAffy	AY562989.CDS1.S1_at	GO:0003723
chickenAffy	AY562989.CDS1.S1_at	GO:0005198
chickenAffy	AY562989.CDS1.S1_at	GO:0005737
chickenAffy	AY562989.CDS1.S1_at	GO:0019013
chickenAffy	AY562989.CDS1.S1_at	GO:0030529
chickenAffy	AY562989.CDS2.S1_at	GO:0006410
chickenAffy	AY562989.CDS2.S1_at	GO:0016070
chickenAffy	AY562989.CDS2.S1_s_at	GO:0006410
chickenAffy	AY562989.CDS2.S1_s_at	GO:0016070
chickenAffy	AY562989.CDS3.S1_at	GO:0005198
chickenAffy	AY562989.CDS3.S1_at	GO:0019068
chickenAffy	AY562989.CDS4.S1_at	GO:0006948
chickenAffy	AY562989.CDS4.S1_at	GO:0016021
chickenAffy	AY562989.CDS4.S1_at	GO:0019031
chickenAffy	AY562989.CDS5.S1_at	GO:0004308
chickenAffy	AY562989.CDS5.S1_at	GO:0005975
chickenAffy	AY562989.CDS5.S1_at	GO:0006687
chickenAffy	AY562989.CDS5.S1_at	GO:0007165
chickenAffy	AY562989.CDS5.S1_at	GO:0009986
chickenAffy	AY562989.CDS5.S1_at	GO:0016021
chickenAffy	AY562989.CDS5.S1_at	GO:0019031
chickenAffy	AY562989.CDS5.S1_at	GO:0019058
chickenAffy	AY562989.CDS5.S1_at	GO:0046789
chickenAffy	AY562989.CDS6.S1_at	GO:0003723
chickenAffy	AY562989.CDS6.S1_at	GO:0003968
chickenAffy	AY562989.CDS6.S1_at	GO:0005524
chickenAffy	AY562989.CDS6.S1_at	GO:0006144
chickenAffy	AY562989.CDS6.S1_at	GO:0006370
chickenAffy	AY562989.CDS6.S1_at	GO:0006410
chickenAffy	AY562989.CDS6.S1_at	GO:0008168
chickenAffy	AY562989.CDS6.S1_at	GO:0019012
chickenAffy	AY562989.CDS6.S1_at	GO:0031379
chickenAffy	AY579780.CDS4.S1_at	GO:0006948
chickenAffy	AY579780.CDS4.S1_at	GO:0016021
chickenAffy	AY579780.CDS4.S1_at	GO:0019031
chickenAffy	Gga.1.1.S1_at	GO:0000123
chickenAffy	Gga.1.1.S1_at	GO:0000724
chickenAffy	Gga.1.1.S1_at	GO:0001556
chickenAffy	Gga.1.1.S1_at	GO:0001833
chickenAffy	Gga.1.1.S1_at	GO:0003697
chickenAffy	Gga.1.1.S1_at	GO:0004402
chickenAffy	Gga.1.1.S1_at	GO:0005813
