geneID	Description	Pathway	Pathway_map
418001	RBX1; E3 ubiquitin-protein ligase RBX1	TGF-beta signaling pathway - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04350/image
418000	EP300; histone acetyltransferase p300	FoxO signaling pathway - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04068/image
418000	EP300; histone acetyltransferase p300	Cell cycle - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04110/image
418000	EP300; histone acetyltransferase p300	Wnt signaling pathway - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04310/image
418000	EP300; histone acetyltransferase p300	Notch signaling pathway - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04330/image
418000	EP300; histone acetyltransferase p300	TGF-beta signaling pathway - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04350/image
418000	EP300; histone acetyltransferase p300	Adherens junction - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04520/image
418000	EP300; histone acetyltransferase p300	Melanogenesis - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04916/image
418000	EP300; histone acetyltransferase p300	Influenza A - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga05164/image
418000	EP300; histone acetyltransferase p300	Herpes simplex infection - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga05168/image
418005	MKL1; MKL/myocardin-like protein 1 isoform X1	-	-
418004	SLC25A17; peroxisomal membrane protein PMP34	Peroxisome - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04146/image
418008	SGSM3; small G protein signaling modulator 3	-	-
419751	GRIK4; glutamate receptor ionotropic, kainate 4	Neuroactive ligand-receptor interaction - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04080/image
419752	ARHGEF12; rho guanine nucleotide exchange factor 12 isoform X2	Vascular smooth muscle contraction - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04270/image
419752	ARHGEF12; rho guanine nucleotide exchange factor 12 isoform X2	C-type lectin receptor signaling pathway - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04625/image
419752	ARHGEF12; rho guanine nucleotide exchange factor 12 isoform X2	Regulation of actin cytoskeleton - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04810/image
419753	TMEM136-1; transmembrane protein 136 family member 1	-	-
419754	TRIM29; tripartite motif-containing protein 29 isoform X1	-	-
419755	NLRX1; NLR family member X1 isoform X2	NOD-like receptor signaling pathway - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04621/image
419755	NLRX1; NLR family member X1 isoform X2	RIG-I-like receptor signaling pathway - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04622/image
419755	NLRX1; NLR family member X1 isoform X2	Influenza A - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga05164/image
419756	HINFP; histone H4 transcription factor	-	-
419757	TTC36; tetratricopeptide repeat protein 36	-	-
419758	UBE4A; ubiquitin conjugation factor E4 A	Ubiquitin mediated proteolysis - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04120/image
419759	ZBTB32; zinc finger and BTB domain-containing protein 16	-	-
395067	CRIM1; cysteine-rich motor neuron 1 protein precursor	-	-
426725	AQP11; aquaporin-11	-	-
395069	COL2A1; collagen alpha-1(II) chain precursor	Focal adhesion - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04510/image
395069	COL2A1; collagen alpha-1(II) chain precursor	ECM-receptor interaction - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04512/image
395391	SNCB; beta-synuclein	-	-
395390	RBBP7; histone-binding protein RBBP7	-	-
395393	SNCA; alpha-synuclein	-	-
426579	COPS5; COP9 signalosome complex subunit 5	-	-
395395	GAD2; glutamate decarboxylase 2	Alanine, aspartate and glutamate metabolism - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00250/image
395395	GAD2; glutamate decarboxylase 2	beta-Alanine metabolism - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00410/image
395395	GAD2; glutamate decarboxylase 2	Taurine and hypotaurine metabolism - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00430/image
395395	GAD2; glutamate decarboxylase 2	Butanoate metabolism - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00650/image
395395	GAD2; glutamate decarboxylase 2	Metabolic pathways - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga01100/image
395394	FGF19; fibroblast growth factor 19 precursor	MAPK signaling pathway - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04010/image
395394	FGF19; fibroblast growth factor 19 precursor	Regulation of actin cytoskeleton - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04810/image
395397	CDX1; homeobox protein CDX-1	-	-
395396	WNT3A; protein Wnt-3a isoform 1 precursor	mTOR signaling pathway - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04150/image
395396	WNT3A; protein Wnt-3a isoform 1 precursor	Wnt signaling pathway - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04310/image
395396	WNT3A; protein Wnt-3a isoform 1 precursor	Melanogenesis - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04916/image
395399	CITED2; cbp/p300-interacting transactivator 2	Mitophagy - animal - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04137/image
426573	IDH3B; isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	Citrate cycle (TCA cycle) - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00020/image
426573	IDH3B; isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	Metabolic pathways - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga01100/image
426573	IDH3B; isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	Carbon metabolism - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga01200/image
426573	IDH3B; isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	2-Oxocarboxylic acid metabolism - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga01210/image
426573	IDH3B; isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	Biosynthesis of amino acids - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga01230/image
426571	VPS16; vacuolar protein sorting-associated protein 16 homolog	-	-
426574	NOP56; nucleolar protein 56	Ribosome biogenesis in eukaryotes - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga03008/image
101750607	uncharacterized LOC101750607	-	-
101750603	CYP2J21; cytochrome P450, family 2, subfamily J, polypeptide 21	-	-
101750600	SMG6; telomerase-binding protein EST1A isoform X1	mRNA surveillance pathway - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga03015/image
112530644	uncharacterized LOC112530644	-	-
503512	FOXL2; forkhead box protein L2	-	-
417178	PLPP7; inactive phospholipid phosphatase 7	-	-
417179	C9ORF58; allograft inflammatory factor 1-like	-	-
771502	LRRTM1; leucine-rich repeat transmembrane neuronal protein 1	-	-
771503	CERS6; ceramide synthase 6 isoform X1	Sphingolipid metabolism - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00600/image
771503	CERS6; ceramide synthase 6 isoform X1	Metabolic pathways - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga01100/image
417172	MED27; mediator of RNA polymerase II transcription subunit 27	-	-
417173	RAPGEF1; rap guanine nucleotide exchange factor 1 isoform X1	Focal adhesion - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04510/image
417173	RAPGEF1; rap guanine nucleotide exchange factor 1 isoform X1	Insulin signaling pathway - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04910/image
417170	SETX; probable helicase senataxin isoform X2	-	-
417171	NTNG2; netrin-G2 isoform X1	Cell adhesion molecules (CAMs) - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04514/image
417177	PRRC2B; protein PRRC2B isoform X1	-	-
771509	CDC42EP4; cdc42 effector protein 4 isoform X1	-	-
395935	VTN; vitronectin precursor	Focal adhesion - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04510/image
395935	VTN; vitronectin precursor	ECM-receptor interaction - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04512/image
395934	SHC1; SHC-transforming protein 1	ErbB signaling pathway - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04012/image
395934	SHC1; SHC-transforming protein 1	Focal adhesion - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04510/image
395934	SHC1; SHC-transforming protein 1	Insulin signaling pathway - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04910/image
395937	TSHB; thyrotropin subunit beta precursor	Neuroactive ligand-receptor interaction - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04080/image
395936	LRPAP1; alpha-2-macroglobulin receptor-associated protein precursor	-	-
395931	GABRA6; gamma-aminobutyric acid receptor subunit alpha-6 precursor	Neuroactive ligand-receptor interaction - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04080/image
395930	RABEP1; rab GTPase-binding effector protein 1	Endocytosis - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04144/image
395933	SULT; sulfotransferase	-	-
395932	SMARCA4; transcription activator BRG1	-	-
395939	DIO3; thyroxine 5-deiodinase	-	-
395938	SOD1; superoxide dismutase [Cu-Zn]	Peroxisome - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04146/image
770453	SRD5A1; 3-oxo-5-alpha-steroid 4-dehydrogenase 1	Steroid hormone biosynthesis - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00140/image
770450	ovomucoid-like	-	-
770457	FGF5; fibroblast growth factor 5 isoform X2	MAPK signaling pathway - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04010/image
770457	FGF5; fibroblast growth factor 5 isoform X2	Regulation of actin cytoskeleton - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04810/image
770454	TMPRSS4; transmembrane protease serine 4	Influenza A - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga05164/image
777489	BANF1; barrier-to-autointegration factor	-	-
770459	FBXW4; F-box/WD repeat-containing protein 4	-	-
415999	FAM208A; protein TASOR isoform X1	-	-
415992	DCP1A; mRNA-decapping enzyme 1A isoform X1	RNA degradation - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga03018/image
415993	CHDH; choline dehydrogenase, mitochondrial isoform X1	Glycine, serine and threonine metabolism - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00260/image
415993	CHDH; choline dehydrogenase, mitochondrial isoform X1	Metabolic pathways - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga01100/image
415990	BICD2; protein bicaudal D homolog 2 isoform X1	-	-
415991	TKT; transketolase	Pentose phosphate pathway - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00030/image
415991	TKT; transketolase	Metabolic pathways - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga01100/image
415991	TKT; transketolase	Carbon metabolism - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga01200/image
415991	TKT; transketolase	Biosynthesis of amino acids - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga01230/image
415996	CACNA2D3; voltage-dependent calcium channel subunit alpha-2/delta-3 isoform X2	MAPK signaling pathway - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04010/image
415996	CACNA2D3; voltage-dependent calcium channel subunit alpha-2/delta-3 isoform X2	Cardiac muscle contraction - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04260/image
415996	CACNA2D3; voltage-dependent calcium channel subunit alpha-2/delta-3 isoform X2	Adrenergic signaling in cardiomyocytes - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04261/image
415997	CCDC66; coiled-coil domain-containing protein 66 isoform X2	-	-
415994	ACTR8; actin-related protein 8	-	-
415995	SELENOK; selenoprotein K	-	-
420628	SNX10; sorting nexin-10	-	-
420629	SKAP2; src kinase-associated phosphoprotein 2	-	-
112529926	POLR2K; DNA-directed RNA polymerases I, II, and III subunit RPABC4	Purine metabolism - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00230/image
112529926	POLR2K; DNA-directed RNA polymerases I, II, and III subunit RPABC4	Pyrimidine metabolism - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00240/image
112529926	POLR2K; DNA-directed RNA polymerases I, II, and III subunit RPABC4	Metabolic pathways - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga01100/image
112529926	POLR2K; DNA-directed RNA polymerases I, II, and III subunit RPABC4	RNA polymerase - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga03020/image
112529926	POLR2K; DNA-directed RNA polymerases I, II, and III subunit RPABC4	Cytosolic DNA-sensing pathway - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04623/image
112529927	SUV39H1; LOW QUALITY PROTEIN: histone-lysine N-methyltransferase SUV39H1	Lysine degradation - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00310/image
112529920	TIAL1; nucleolysin TIAR isoform X2	-	-
112529921	alcohol dehydrogenase 1-like isoform X1	-	-
112529922	filamin-C-like	-	-
420620	FAM221A; protein FAM221A	-	-
420621	STK31; serine/threonine-protein kinase 31 isoform X1	-	-
420622	MPP6; MAGUK p55 subfamily member 6 isoform X1	-	-
420623	DFNA5; non-syndromic hearing impairment protein 5	-	-
420624	CYCS; cytochrome c	p53 signaling pathway - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04115/image
420624	CYCS; cytochrome c	Apoptosis - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04210/image
420624	CYCS; cytochrome c	Influenza A - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga05164/image
420624	CYCS; cytochrome c	Herpes simplex infection - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga05168/image
112529929	keratin, type II cytoskeletal 4-like	-	-
420627	HNRNPA2B1; heterogeneous nuclear ribonucleoproteins A2/B1	-	-
112531619	small nucleolar RNA SNORD15	-	-
112531618	U7 small nuclear RNA	-	-
112531611	U2 spliceosomal RNA	-	-
112531610	U2 spliceosomal RNA	-	-
112531617	U7 small nuclear RNA	-	-
112531616	U6 spliceosomal RNA	-	-
112531614	U6 spliceosomal RNA	-	-
101748064	PHD finger protein 7-like	-	-
101748065	myosin-5 isoform X1	-	-
101748063	uncharacterized LOC101748063	-	-
101748060	uncharacterized protein LOC101748060	-	-
422662	SULT1E1; sulfotransferase 1 family member D1	Steroid hormone biosynthesis - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00140/image
422663	ANKRD50; ankyrin repeat domain-containing protein 50	-	-
422660	UGT2A1; UDP-glucuronosyltransferase 2C1 isoform X2	Pentose and glucuronate interconversions - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00040/image
422660	UGT2A1; UDP-glucuronosyltransferase 2C1 isoform X2	Ascorbate and aldarate metabolism - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00053/image
422660	UGT2A1; UDP-glucuronosyltransferase 2C1 isoform X2	Steroid hormone biosynthesis - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00140/image
422660	UGT2A1; UDP-glucuronosyltransferase 2C1 isoform X2	Retinol metabolism - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00830/image
422660	UGT2A1; UDP-glucuronosyltransferase 2C1 isoform X2	Porphyrin and chlorophyll metabolism - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00860/image
422660	UGT2A1; UDP-glucuronosyltransferase 2C1 isoform X2	Metabolism of xenobiotics by cytochrome P450 - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00980/image
422660	UGT2A1; UDP-glucuronosyltransferase 2C1 isoform X2	Drug metabolism - cytochrome P450 - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00982/image
422660	UGT2A1; UDP-glucuronosyltransferase 2C1 isoform X2	Drug metabolism - other enzymes - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00983/image
422660	UGT2A1; UDP-glucuronosyltransferase 2C1 isoform X2	Metabolic pathways - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga01100/image
422661	SULT1B; sulfotransferase family, cytosolic, 1B	-	-
422666	NUDT6; nucleoside diphosphate-linked moiety X motif 6	-	-
422667	BBS12; Bardet-Biedl syndrome 12 protein	-	-
422665	SPATA5; spermatogenesis-associated protein 5 isoform X2	Ribosome biogenesis in eukaryotes - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga03008/image
422668	CETN1; centrin-1	-	-
422669	ADAD1; adenosine deaminase domain-containing protein 1	-	-
428901	FLRT2; leucine-rich repeat transmembrane protein FLRT2	-	-
428900	TSHR; thyrotropin receptor isoform 3 precursor	Neuroactive ligand-receptor interaction - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04080/image
428903	EFCAB11; EF-hand calcium-binding domain-containing protein 11	-	-
428902	KCNK10; potassium channel subfamily K member 10	-	-
426961	EOGT; EGF domain-specific O-linked N-acetylglucosamine transferase	Other types of O-glycan biosynthesis - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00514/image
428904	GPR68; ovarian cancer G-protein coupled receptor 1 isoform X1	-	-
428907	AK7; adenylate kinase 7	Purine metabolism - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00230/image
428907	AK7; adenylate kinase 7	Thiamine metabolism - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00730/image
428907	AK7; adenylate kinase 7	Metabolic pathways - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga01100/image
428906	BDKRB2; B2 bradykinin receptor	Calcium signaling pathway - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04020/image
428906	BDKRB2; B2 bradykinin receptor	Neuroactive ligand-receptor interaction - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04080/image
428906	BDKRB2; B2 bradykinin receptor	Regulation of actin cytoskeleton - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04810/image
428909	BEGAIN; brain-enriched guanylate kinase-associated protein isoform X1	-	-
768747	OR14J1L24; olfactory receptor 14C36-like	-	-
768745	TEX36; testis-expressed protein 36	-	-
426969	MUL1; LOW QUALITY PROTEIN: mitochondrial ubiquitin ligase activator of NFKB 1	-	-
768680	CREG1; protein CREG1 precursor	-	-
107053300	uncharacterized LOC107053300	-	-
378798	ARSH; arylsulfatase family, member H precursor	-	-
101747366	uncharacterized LOC101747366	-	-
378799	MSH2; DNA mismatch repair protein Msh2	Mismatch repair - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga03430/image
768684	CAPN14; calpain-14	-	-
107054048	uncharacterized LOC107054048	-	-
422087	PGS1; CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial precursor	Glycerophospholipid metabolism - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00564/image
422087	PGS1; CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial precursor	Metabolic pathways - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga01100/image
422084	CBX8; chromobox protein homolog 8 isoform X1	-	-
422085	CYTH1; cytohesin-1	Endocytosis - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04144/image
422082	GAA; lysosomal alpha-glucosidase	Galactose metabolism - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00052/image
422082	GAA; lysosomal alpha-glucosidase	Starch and sucrose metabolism - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00500/image
422082	GAA; lysosomal alpha-glucosidase	Metabolic pathways - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga01100/image
422082	GAA; lysosomal alpha-glucosidase	Lysosome - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04142/image
422083	CCDC40; coiled-coil domain-containing protein 40	-	-
422080	RNF213; E3 ubiquitin-protein ligase RNF213 isoform X1	-	-
422081	SGSH; N-sulphoglucosamine sulphohydrolase isoform X2	Glycosaminoglycan degradation - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00531/image
422081	SGSH; N-sulphoglucosamine sulphohydrolase isoform X2	Metabolic pathways - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga01100/image
422081	SGSH; N-sulphoglucosamine sulphohydrolase isoform X2	Lysosome - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04142/image
422089	TMC6; transmembrane channel-like protein 6 isoform X1	-	-
100315846	MIR1798; gga-miR-1798-5p	-	-
107050770	immunoglobulin superfamily member 1-like	-	-
107050771	bone morphogenetic protein 1-like	-	-
107050773	calsequestrin-1	-	-
107050774	immunoglobulin superfamily member 1-like	-	-
107050775	epidermal growth factor receptor kinase substrate 8-like protein 3 isoform X1	-	-
107050777	TSFM; elongation factor Ts, mitochondrial	-	-
101749086	CDHR4; cadherin-related family member 4	-	-
101749085	uncharacterized LOC101749085	-	-
112533457	uncharacterized LOC112533457	-	-
112533456	uncharacterized LOC112533456	-	-
112533455	uncharacterized LOC112533455	-	-
112533454	uncharacterized LOC112533454	-	-
112533453	uncharacterized LOC112533453	-	-
112533452	uncharacterized LOC112533452	-	-
112533451	uncharacterized LOC112533451	-	-
112533450	uncharacterized LOC112533450	-	-
112533459	uncharacterized protein LOC112533459	-	-
112533458	LIPE; hormone-sensitive lipase	-	-
769169	ALYREF; THO complex subunit 4	RNA transport - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga03013/image
769169	ALYREF; THO complex subunit 4	mRNA surveillance pathway - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga03015/image
769169	ALYREF; THO complex subunit 4	Spliceosome - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga03040/image
769169	ALYREF; THO complex subunit 4	Herpes simplex infection - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga05168/image
429353	SNX11; sorting nexin-11 isoform X3	-	-
769163	FILIP1L; filamin A-interacting protein 1-like isoform X3	-	-
107049084	BPIFB6; BPI fold-containing family B member 6 isoform X1	-	-
107049085	PHD finger protein 7-like	-	-
107049081	NKAIN1; sodium/potassium-transporting ATPase subunit beta-1-interacting protein 1 isoform X1	-	-
107049082	sodium/potassium-transporting ATPase subunit beta-1-interacting protein 3 isoform X1	-	-
429823	HMCN1; hemicentin-1 isoform X2	-	-
429828	CYP21A1; steroid 21-hydroxylase precursor	Steroid hormone biosynthesis - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00140/image
429828	CYP21A1; steroid 21-hydroxylase precursor	Metabolic pathways - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga01100/image
404529	GJA4; gap junction alpha-4 protein	-	-
404528	MUC; mucin-5AC	-	-
100859492	uncharacterized LOC100859492	-	-
100859495	CTXN2; cortexin-2	-	-
100859497	ZNF606L; zinc finger protein 883 isoform X1	-	-
404299	HIST1H2A4; histone H2A-IV	Necroptosis - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04217/image
404293	STXBP1; syntaxin-binding protein 1	-	-
404292	POLG; DNA polymerase subunit gamma-1	-	-
100859725	IGSF1L8; leukocyte immunoglobulin-like receptor subfamily B member 1	-	-
404297	CRH; corticoliberin precursor	-	-
404296	GRIN1; glutamate receptor ionotropic, NMDA 1 precursor	Calcium signaling pathway - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04020/image
404296	GRIN1; glutamate receptor ionotropic, NMDA 1 precursor	Neuroactive ligand-receptor interaction - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04080/image
100859721	APOC3; apolipoprotein C-III precursor	PPAR signaling pathway - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga03320/image
100859720	SDHB; succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial isoform 1 precursor	Citrate cycle (TCA cycle) - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00020/image
100859720	SDHB; succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial isoform 1 precursor	Oxidative phosphorylation - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga00190/image
100859720	SDHB; succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial isoform 1 precursor	Metabolic pathways - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga01100/image
100859720	SDHB; succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial isoform 1 precursor	Carbon metabolism - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga01200/image
101749701	uncharacterized LOC101749701	-	-
101749704	uncharacterized LOC101749704, transcript variant X1	-	-
101749705	uncharacterized LOC101749705, transcript variant X1	-	-
101749708	uncharacterized LOC101749708	-	-
107052389	small EDRK-rich factor 1	-	-
107052388	uncharacterized LOC107052388, transcript variant X1	-	-
107052381	maestro heat-like repeat-containing protein family member 7	-	-
107052385	adenylate cyclase type 10-like	-	-
107052384	adenylate cyclase type 10-like	-	-
112530168	uncharacterized LOC112530168	-	-
112530169	EGF-containing fibulin-like extracellular matrix protein 2	-	-
112530166	uncharacterized protein LOC112530166	-	-
112530167	uncharacterized protein LOC112530167	-	-
112530164	sulfotransferase family cytosolic 2B member 1-like	-	-
112530165	uncharacterized LOC112530165	-	-
112530162	DNA polymerase beta-like	-	-
112530163	SH2B adapter protein 1-like	-	-
112530160	PHYHIP; phytanoyl-CoA hydroxylase-interacting protein	-	-
112530161	dematin-like	-	-
418579	SRPX; sushi repeat-containing protein SRPX isoform X3	-	-
418578	RPGR; X-linked retinitis pigmentosa GTPase regulator	-	-
418573	ATP6AP2; renin receptor precursor	-	-
418572	MED14; mediator of RNA polymerase II transcription subunit 14	-	-
418577	TSPAN7; tetraspanin-7	-	-
418574	BCOR; BCL-6 corepressor isoform X1	-	-
419228	RPS21; 40S ribosomal protein S21	Ribosome - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga03010/image
419229	CABLES2; CDK5 and ABL1 enzyme substrate 2 isoform X1	-	-
419220	PPP1R3D; protein phosphatase 1 regulatory subunit 3D	Insulin signaling pathway - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04910/image
419221	FAM217B; protein FAM217B isoform X1	-	-
419222	CDH4; cadherin-4 precursor	Cell adhesion molecules (CAMs) - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04514/image
419223	TAF4; transcription initiation factor TFIID subunit 4	Basal transcription factors - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga03022/image
419223	TAF4; transcription initiation factor TFIID subunit 4	Herpes simplex infection - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga05168/image
419225	SS18L1; calcium-responsive transactivator	-	-
419226	MTG2; mitochondrial ribosome-associated GTPase 2	-	-
419227	OSBPL2; oxysterol-binding protein-related protein 2	-	-
101748543	protein windpipe	-	-
101748544	uncharacterized protein LOC101748544	-	-
101748547	uncharacterized protein LOC101748547	-	-
101748546	uncharacterized LOC101748546	-	-
101751828	ZFP36L1; zinc finger protein 36, C3H1 type-like 1	Cellular senescence - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04218/image
101751823	MTDH; protein LYRIC isoform X1	-	-
101751827	CDKN1C; cyclin-dependent kinase inhibitor 1C	Cell cycle - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04110/image
107053160	PFN4; profilin-4	Regulation of actin cytoskeleton - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga04810/image
107053160	PFN4; profilin-4	Salmonella infection - Gallus gallus (chicken)	http://rest.kegg.jp/get/gga05132/image
107053161	uncharacterized LOC107053161	-	-
107053162	uncharacterized LOC107053162	-	-
107053163	uncharacterized protein LOC107053163 isoform X1	-	-
107053165	uncharacterized LOC107053165	-	-
107053166	uncharacterized LOC107053166	-	-
107053169	uncharacterized LOC107053169	-	-
112532689	uncharacterized protein LOC112532689	-	-
112530830	olfactory receptor 14J1-like	-	-
112530831	olfactory receptor 14C36-like	-	-
112530832	olfactory receptor 14J1-like	-	-
112530833	olfactory receptor 14C36-like	-	-
112530834	olfactory receptor 14I1-like	-	-
112530835	olfactory receptor 14A16-like	-	-
112530836	olfactory receptor 14A16-like	-	-
112530837	olfactory receptor 14J1-like	-	-
112530838	olfactory receptor 14C36-like	-	-
