geneID	Description	Pathway	Pathway_map
107403167	uncharacterized protein LOC107403167	MAPK signaling pathway - plant - Zea mays (maize)	http://rest.kegg.jp/get/zma04016/image
107403161	uncharacterized protein LOC107403161	-	-
107403160	uncharacterized protein LOC107403160	-	-
107403162	uncharacterized protein LOC107403162 precursor	-	-
103634292	uncharacterized protein LOC103634292	-	-
109942389	uncharacterized LOC109942389	-	-
109942388	uncharacterized LOC109942388	-	-
109942387	uncharacterized protein LOC109942387	-	-
109942386	uncharacterized LOC109942386	-	-
109942385	uncharacterized LOC109942385	-	-
109942384	uncharacterized protein LOC109942384	-	-
109942383	predicted GPI-anchored protein 58	-	-
109942382	uncharacterized protein LOC109942382	-	-
109942381	uncharacterized LOC109942381	-	-
109942380	probable acyl-activating enzyme 6	-	-
103650952	protein NRT1/ PTR FAMILY 5.10	-	-
103655294	probable histone H2A.6	-	-
100285913	EREBP-4 like protein	-	-
103655295	uncharacterized protein LOC103655295	-	-
100285912	ICE-like protease p20 domain containing protein	-	-
100285911	pco148010; uncharacterized protein LOC100285911	Protein export - Zea mays (maize)	http://rest.kegg.jp/get/zma03060/image
109942655	uncharacterized protein LOC109942655	-	-
109942654	uncharacterized protein LOC109942654	-	-
100273656	uncharacterized LOC100273656	-	-
109942651	atherin-like	-	-
103655290	MADS-box protein J2-like	-	-
109942652	vegetative cell wall protein gp1-like	-	-
111589684	5.8S ribosomal RNA	-	-
100285917	CA3P1; nuclear transcription factor Y subunit B-3	-	-
111589686	5.8S ribosomal RNA	-	-
103655291	eggshell protein 2A-like	-	-
109942659	RING-H2 finger protein ATL67	-	-
109942658	probable E3 ubiquitin-protein ligase HIP1	-	-
111589682	Eukaryotic 28S ribosomal RNA	-	-
100285916	protein CYPRO4	-	-
100285915	pco090267; uncharacterized protein LOC100285915	Oxidative phosphorylation - Zea mays (maize)	http://rest.kegg.jp/get/zma00190/image
100285915	pco090267; uncharacterized protein LOC100285915	Metabolic pathways - Zea mays (maize)	http://rest.kegg.jp/get/zma01100/image
103655072	putative pectinesterase/pectinesterase inhibitor 38	-	-
100285914	SKP1-like protein 1A	Ubiquitin mediated proteolysis - Zea mays (maize)	http://rest.kegg.jp/get/zma04120/image
100285914	SKP1-like protein 1A	Protein processing in endoplasmic reticulum - Zea mays (maize)	http://rest.kegg.jp/get/zma04141/image
100285276	E2F-related protein	-	-
100285277	amino acid/polyamine transporter II	-	-
100285274	peroxidase 68 precursor	Phenylpropanoid biosynthesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00940/image
100285274	peroxidase 68 precursor	Metabolic pathways - Zea mays (maize)	http://rest.kegg.jp/get/zma01100/image
100285274	peroxidase 68 precursor	Biosynthesis of secondary metabolites - Zea mays (maize)	http://rest.kegg.jp/get/zma01110/image
100285275	acid phosphatase/vanadium-dependent haloperoxidase related	-	-
100285272	desiccation-associated protein	-	-
100285273	hydrophobic protein LTI6B	-	-
100285271	pco136381; uncharacterized protein LOC100285271	-	-
103655071	probable pectinesterase/pectinesterase inhibitor 46	Pentose and glucuronate interconversions - Zea mays (maize)	http://rest.kegg.jp/get/zma00040/image
103655071	probable pectinesterase/pectinesterase inhibitor 46	Metabolic pathways - Zea mays (maize)	http://rest.kegg.jp/get/zma01100/image
100285278	DNA binding protein precursor	-	-
103655298	uncharacterized LOC103655298	-	-
109944883	uncharacterized LOC109944883, transcript variant X1	-	-
103652012	60S ribosomal protein L26-1	Ribosome - Zea mays (maize)	http://rest.kegg.jp/get/zma03010/image
103655079	putative pectinesterase/pectinesterase inhibitor 38	Pentose and glucuronate interconversions - Zea mays (maize)	http://rest.kegg.jp/get/zma00040/image
103655079	putative pectinesterase/pectinesterase inhibitor 38	Metabolic pathways - Zea mays (maize)	http://rest.kegg.jp/get/zma01100/image
100280983	CCCH transcription factor	-	-
100280981	pathogenesis-related protein 10	-	-
100280987	WRKY97; WRKY69 - superfamily of TFs having WRKY and zinc finger domains	-	-
100279347	uncharacterized protein LOC100279347	-	-
100280985	protein phosphatase inhibitor 2 containing protein	-	-
100280984	serine-rich protein	-	-
100280989	umc2510; uncharacterized protein LOC100280989	Protein export - Zea mays (maize)	http://rest.kegg.jp/get/zma03060/image
100280988	plant-specific domain TIGR01627 family protein	-	-
100279349	uncharacterized LOC100279349	-	-
100279348	uncharacterized protein LOC100279348 precursor	Cyanoamino acid metabolism - Zea mays (maize)	http://rest.kegg.jp/get/zma00460/image
100279348	uncharacterized protein LOC100279348 precursor	Starch and sucrose metabolism - Zea mays (maize)	http://rest.kegg.jp/get/zma00500/image
100279348	uncharacterized protein LOC100279348 precursor	Phenylpropanoid biosynthesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00940/image
100279348	uncharacterized protein LOC100279348 precursor	Metabolic pathways - Zea mays (maize)	http://rest.kegg.jp/get/zma01100/image
