geneID	Description	Pathway	Pathway_map
100227818	PARP1; poly(ADP-ribose) polymerase 1	Base excision repair - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu03410/image
100227818	PARP1; poly(ADP-ribose) polymerase 1	Apoptosis - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04210/image
100227818	PARP1; poly(ADP-ribose) polymerase 1	Necroptosis - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04217/image
100227819	NUDT5; nudix hydrolase 5	Purine metabolism - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu00230/image
100221254	P3H1, LEPRE1; prolyl 3-hydroxylase 1	-	-
100225494	monoacylglycerol lipase ABHD12-like	-	-
100230556	RAB22A; RAB22A, member RAS oncogene family	Endocytosis - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04144/image
100230880	PIK3AP1; phosphoinositide-3-kinase adaptor protein 1	-	-
100230883	TMEM171; transmembrane protein 171	-	-
100230882	PEAK1; pseudopodium enriched atypical kinase 1	-	-
105760679	V-type proton ATPase subunit H-like	-	-
100223477	FAM69A; family with sequence similarity 69 member A	-	-
100230886	MOV10L1; Mov10 RISC complex RNA helicase like 1	-	-
100230889	UBE4B; ubiquitination factor E4B	Ubiquitin mediated proteolysis - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04120/image
100230889	UBE4B; ubiquitination factor E4B	Protein processing in endoplasmic reticulum - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04141/image
100230888	ADK; adenosine kinase	Purine metabolism - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu00230/image
100230888	ADK; adenosine kinase	Metabolic pathways - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu01100/image
105760931	uncharacterized LOC105760931	-	-
100217899	7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase	Primary bile acid biosynthesis - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu00120/image
100217899	7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase	Metabolic pathways - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu01100/image
100217899	7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase	PPAR signaling pathway - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu03320/image
100217898	VAMP7; vesicle associated membrane protein 7	SNARE interactions in vesicular transport - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04130/image
105760563	ephrin type-A receptor 4-like	-	-
100217891	IKZF3; IKAROS family zinc finger 3	-	-
100217890	PLEKHA3; pleckstrin homology domain containing A3	-	-
100217893	MAATS1; MYCBP associated and testis expressed 1	-	-
100217892	nucleolar pre-ribosomal-associated protein 1-like	-	-
100217895	solute carrier family 22 member 13-like	-	-
100217894	GOSR2; golgi SNAP receptor complex member 2	SNARE interactions in vesicular transport - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04130/image
100217897	DDX42; DEAD-box helicase 42	Spliceosome - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu03040/image
100217896	CLDND1; claudin domain containing 1	-	-
100227870	HORMAD1; HORMA domain containing 1	-	-
100218769	arylacetamide deacetylase-like 4	-	-
100218347	LMNB1; lamin B1	Apoptosis - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04210/image
100220457	ARHGEF39; Rho guanine nucleotide exchange factor 39	-	-
100220456	ralA-binding protein 1-like	-	-
100220455	CHL1; cell adhesion molecule L1 like	-	-
100220454	zinc finger protein 239-like	-	-
100220453	CASP10; caspase 10	Apoptosis - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04210/image
100220453	CASP10; caspase 10	RIG-I-like receptor signaling pathway - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04622/image
100220452	GIT1; GIT ArfGAP 1	Endocytosis - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04144/image
100220452	GIT1; GIT ArfGAP 1	Regulation of actin cytoskeleton - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04810/image
100220451	RUFY3; RUN and FYVE domain containing 3	-	-
100220450	pterin-4-alpha-carbinolamine dehydratase	Folate biosynthesis - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu00790/image
100220450	pterin-4-alpha-carbinolamine dehydratase	Metabolic pathways - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu01100/image
100225496	UBA5; ubiquitin like modifier activating enzyme 5	-	-
100223338	KCTD7; BTB/POZ domain-containing protein KCTD7	-	-
100226481	apoptotic protease-activating factor 1-like	-	-
100222823	HSD17B7; hydroxysteroid 17-beta dehydrogenase 7	Steroid biosynthesis - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu00100/image
100222823	HSD17B7; hydroxysteroid 17-beta dehydrogenase 7	Steroid hormone biosynthesis - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu00140/image
100222823	HSD17B7; hydroxysteroid 17-beta dehydrogenase 7	Metabolic pathways - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu01100/image
105760878	doublesex- and mab-3-related transcription factor 2-like	-	-
100220459	transcription initiation factor IIA subunit 1-like	Basal transcription factors - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu03022/image
100220458	NDUFS1; NADH:ubiquinone oxidoreductase core subunit S1	Oxidative phosphorylation - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu00190/image
100220458	NDUFS1; NADH:ubiquinone oxidoreductase core subunit S1	Metabolic pathways - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu01100/image
100228435	SSFA2; sperm specific antigen 2	-	-
100228434	TMEM255A; transmembrane protein 255A	-	-
100219143	PTPRJ; protein tyrosine phosphatase, receptor type J	Adherens junction - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04520/image
100228436	SLC19A2; solute carrier family 19 member 2	-	-
100226671	2-oxoglutarate receptor 1-like	-	-
100219144	MIOS; meiosis regulator for oocyte development	mTOR signaling pathway - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04150/image
100228433	COL8A1; collagen type VIII alpha 1 chain	-	-
100219146	YME1L1; YME1 like 1 ATPase	-	-
100219149	FBXL21; F-box and leucine rich repeat protein 21	-	-
100219148	SCUBE2; signal peptide, CUB domain and EGF like domain containing 2	-	-
100226679	SLC22A3; solute carrier family 22 member 3	-	-
100226678	tetranectin-like	-	-
100224619	USP49; ubiquitin specific peptidase 49	-	-
100217658	GLE1; GLE1, RNA export mediator	-	-
101233894	uncharacterized LOC101233894	-	-
101233895	uncharacterized LOC101233895	-	-
101233892	unconventional myosin-X-like	-	-
101233893	ovochymase-2-like	-	-
101233899	CFAP221; cilia and flagella associated protein 221	-	-
100226550	PSMD3; 26S proteasome non-ATPase regulatory subunit 3	-	-
100220639	SYNM; synemin	-	-
100220638	THSD7A; thrombospondin type 1 domain containing 7A	-	-
100217473	SPCS2; signal peptidase complex subunit 2	Protein export - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu03060/image
100226551	MYH3; myosin-3	-	-
100220633	ZBTB18, ZNF238; zinc finger and BTB domain containing 18	-	-
100220632	GATB, PET112; glutamyl-tRNA amidotransferase subunit B	Aminoacyl-tRNA biosynthesis - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu00970/image
100220632	GATB, PET112; glutamyl-tRNA amidotransferase subunit B	Metabolic pathways - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu01100/image
100220631	C14H16orf45; chromosome 14 open reading frame, human C16orf45	-	-
100220630	POLR1C; RNA polymerase I subunit C	Purine metabolism - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu00230/image
100220630	POLR1C; RNA polymerase I subunit C	Pyrimidine metabolism - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu00240/image
100220630	POLR1C; RNA polymerase I subunit C	Metabolic pathways - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu01100/image
100220630	POLR1C; RNA polymerase I subunit C	RNA polymerase - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu03020/image
100220630	POLR1C; RNA polymerase I subunit C	Cytosolic DNA-sensing pathway - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04623/image
100220637	CFI; complement factor I	-	-
100220636	IGFALS; insulin like growth factor binding protein acid labile subunit	-	-
100220635	HDAC9; histone deacetylase 9	-	-
100220634	transmembrane protease serine 11E-like	-	-
100231590	ENAH; enabled homolog (Drosophila)	Regulation of actin cytoskeleton - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04810/image
100231591	PLXNA4; plexin-A4	-	-
100231592	SENP7; SUMO1/sentrin specific peptidase 7	-	-
100231221	VWDE; von Willebrand factor D and EGF domains	-	-
100222265	prokineticin receptor 1 pseudogene	-	-
100231595	calmodulin, striated muscle	Calcium signaling pathway - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04020/image
100231595	calmodulin, striated muscle	Phosphatidylinositol signaling system - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04070/image
100231595	calmodulin, striated muscle	Oocyte meiosis - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04114/image
100231595	calmodulin, striated muscle	Cellular senescence - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04218/image
100231595	calmodulin, striated muscle	Adrenergic signaling in cardiomyocytes - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04261/image
100231595	calmodulin, striated muscle	Vascular smooth muscle contraction - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04270/image
100231595	calmodulin, striated muscle	Apelin signaling pathway - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04371/image
100231595	calmodulin, striated muscle	C-type lectin receptor signaling pathway - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04625/image
100231595	calmodulin, striated muscle	Phototransduction - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04744/image
100231595	calmodulin, striated muscle	Insulin signaling pathway - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04910/image
100231595	calmodulin, striated muscle	GnRH signaling pathway - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04912/image
100231595	calmodulin, striated muscle	Melanogenesis - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04916/image
100231596	GREM1; gremlin 1, DAN family BMP antagonist	-	-
100231225	DNAJC13; DnaJ heat shock protein family (Hsp40) member C13	-	-
100231598	TYRO3; TYRO3 protein tyrosine kinase	-	-
100231599	EF-hand calcium-binding domain-containing protein 1-like	-	-
100231229	HOXA7; homeobox A7	-	-
101234143	uncharacterized LOC101234143	-	-
100190079	PSMA4; proteasome subunit alpha 4	Proteasome - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu03050/image
100226555	MAP7D3; MAP7 domain containing 3	-	-
100219497	feather keratin B-4-like	-	-
100219496	SYNRG; synergin gamma	-	-
100219494	replication factor C subunit 2-like	DNA replication - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu03030/image
100219494	replication factor C subunit 2-like	Nucleotide excision repair - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu03420/image
100219494	replication factor C subunit 2-like	Mismatch repair - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu03430/image
100219493	C1D; C1D nuclear receptor corepressor	RNA degradation - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu03018/image
100226556	HOXD9; homeobox D9	-	-
100230047	LSM14A; LSM14A, mRNA processing body assembly factor	-	-
100219490	FNDC4; fibronectin type III domain containing 4	-	-
100217638	nance-Horan syndrome protein	-	-
100228797	DNAI2; dynein axonemal intermediate chain 2	-	-
100219499	FAM222B; family with sequence similarity 222 member B	-	-
100219498	PRLR; prolactin receptor	Cytokine-cytokine receptor interaction - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04060/image
100219498	PRLR; prolactin receptor	Neuroactive ligand-receptor interaction - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04080/image
100226558	GYG1; glycogenin 1	Starch and sucrose metabolism - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu00500/image
100226558	GYG1; glycogenin 1	Metabolic pathways - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu01100/image
100225499	FAH; fumarylacetoacetate hydrolase	Tyrosine metabolism - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu00350/image
100225499	FAH; fumarylacetoacetate hydrolase	Metabolic pathways - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu01100/image
100228799	cystatin-A	-	-
100222198	P2X purinoceptor 4-like	-	-
100221510	INPP5J; inositol polyphosphate-5-phosphatase J	Inositol phosphate metabolism - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu00562/image
100221510	INPP5J; inositol polyphosphate-5-phosphatase J	Metabolic pathways - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu01100/image
100221510	INPP5J; inositol polyphosphate-5-phosphatase J	Phosphatidylinositol signaling system - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04070/image
100228237	ACAD8; acyl-CoA dehydrogenase family member 8	Valine, leucine and isoleucine degradation - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu00280/image
100228237	ACAD8; acyl-CoA dehydrogenase family member 8	Metabolic pathways - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu01100/image
105759097	uncharacterized LOC105759097	-	-
101233651	uncharacterized LOC101233651	-	-
100219087	VPS37C; VPS37C, ESCRT-I subunit	Endocytosis - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04144/image
100223797	MLKL; mixed lineage kinase domain like pseudokinase	Necroptosis - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04217/image
100886699	MIR2969, tgu-mir-2969; microRNA 2969	-	-
100190385	C8H1orf123; chromosome 8 open reading frame, human C1orf123	-	-
100219080	SLC28A3; solute carrier family 28 member 3	-	-
100190387	MYL6; myosin, light chain 6, alkali, smooth muscle and non-muscle	Vascular smooth muscle contraction - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04270/image
100190387	MYL6; myosin, light chain 6, alkali, smooth muscle and non-muscle	Tight junction - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04530/image
100190386	RHOA; ras homolog family member A	Endocytosis - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04144/image
100190386	RHOA; ras homolog family member A	mTOR signaling pathway - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04150/image
100190386	RHOA; ras homolog family member A	Vascular smooth muscle contraction - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04270/image
100190386	RHOA; ras homolog family member A	Wnt signaling pathway - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04310/image
100190386	RHOA; ras homolog family member A	TGF-beta signaling pathway - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04350/image
100190386	RHOA; ras homolog family member A	Focal adhesion - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04510/image
100190386	RHOA; ras homolog family member A	Adherens junction - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04520/image
100190386	RHOA; ras homolog family member A	Tight junction - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04530/image
100190386	RHOA; ras homolog family member A	NOD-like receptor signaling pathway - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04621/image
100190386	RHOA; ras homolog family member A	C-type lectin receptor signaling pathway - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04625/image
100190386	RHOA; ras homolog family member A	Regulation of actin cytoskeleton - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04810/image
105760566	uncharacterized LOC105760566	-	-
100190380	protein kinase C inhibitor/ASWZ-like	-	-
100190383	NAXE; NAD(P)HX epimerase	-	-
105759090	endogenous retrovirus group K member 113 Pol protein-like	-	-
100231046	myelin protein zero-like protein 3	-	-
100228045	PALLD; palladin, cytoskeletal associated protein	-	-
100228046	PKD2L1; polycystin 2 like 1, transient receptor potential cation channel	-	-
100231045	SERHL2; serine hydrolase-like 2	-	-
100231042	ZC3H12C; zinc finger CCCH-type containing 12C	-	-
100219082	LTBP2; latent transforming growth factor beta binding protein 2	-	-
100231040	40S ribosomal protein S3a-like	-	-
100231041	MAFF; MAF bZIP transcription factor F	-	-
105759712	calcium-transporting ATPase type 2C member 1-like	-	-
100219702	VPS13A; vacuolar protein sorting 13 homolog A	-	-
105759710	uncharacterized LOC105759710	-	-
105759092	uncharacterized LOC105759092	-	-
100228048	FUCA2; fucosidase, alpha-L- 2, plasma	Other glycan degradation - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu00511/image
100228049	H6PD; hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase	Pentose phosphate pathway - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu00030/image
100228049	H6PD; hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase	Metabolic pathways - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu01100/image
100228049	H6PD; hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase	Carbon metabolism - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu01200/image
100231048	APOLD1; apolipoprotein L domain containing 1	-	-
100231049	KMT2A, MLL; lysine methyltransferase 2A	Lysine degradation - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu00310/image
101233652	COASY; Coenzyme A synthase	Pantothenate and CoA biosynthesis - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu00770/image
101233652	COASY; Coenzyme A synthase	Metabolic pathways - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu01100/image
100223796	GCN1, GCN1L1; GCN1, eIF2 alpha kinase activator homolog	-	-
100219227	ATP11B; ATPase phospholipid transporting 11B (putative)	-	-
100190501	MRPL14; mitochondrial ribosomal protein L14	Ribosome - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu03010/image
100219956	serine/threonine-protein kinase MARK2-like	-	-
100190489	NDUFA11; NADH:ubiquinone oxidoreductase subunit A11	Oxidative phosphorylation - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu00190/image
100190489	NDUFA11; NADH:ubiquinone oxidoreductase subunit A11	Metabolic pathways - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu01100/image
100218647	mitochondrial fission factor-like	-	-
100222260	ANKRA2; ankyrin repeat family A member 2	-	-
100219017	PRKCA-binding protein-like	-	-
100886691	MIR193A, tgu-mir-193a; microRNA 193a	-	-
100219223	NCBP2; nuclear cap binding protein subunit 2	RNA transport - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu03013/image
100219223	NCBP2; nuclear cap binding protein subunit 2	mRNA surveillance pathway - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu03015/image
100219223	NCBP2; nuclear cap binding protein subunit 2	Spliceosome - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu03040/image
100228575	ATF6; activating transcription factor 6	Protein processing in endoplasmic reticulum - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04141/image
100227527	DHX58; DExH-box helicase 58	RIG-I-like receptor signaling pathway - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04622/image
100222261	hyaluronan synthase 2-like	-	-
100223202	ANKRD34C; ankyrin repeat domain 34C	-	-
100190122	ATP5J2; ATP synthase, H+ transporting, mitochondrial Fo complex subunit F2	Oxidative phosphorylation - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu00190/image
100190122	ATP5J2; ATP synthase, H+ transporting, mitochondrial Fo complex subunit F2	Metabolic pathways - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu01100/image
101234130	uncharacterized LOC101234130	-	-
101233654	PHD finger protein 7-like	-	-
100223790	PPM1H; protein phosphatase, Mg2+/Mn2+ dependent 1H	-	-
100190421	IFI6; interferon, alpha-inducible protein 6	-	-
101234054	uncharacterized LOC101234054	-	-
100218366	ST7; suppression of tumorigenicity 7	-	-
100218364	UST; uronyl 2-sulfotransferase	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu00532/image
100218365	ubiquitin conjugation factor E4 B-like	-	-
100218362	p53 apoptosis effector related to PMP-22-like	p53 signaling pathway - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04115/image
100218363	HERC1; HECT and RLD domain containing E3 ubiquitin protein ligase family member 1	Ubiquitin mediated proteolysis - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04120/image
100218360	ACSBG1; acyl-CoA synthetase bubblegum family member 1	Fatty acid biosynthesis - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu00061/image
100218360	ACSBG1; acyl-CoA synthetase bubblegum family member 1	Fatty acid degradation - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu00071/image
100218360	ACSBG1; acyl-CoA synthetase bubblegum family member 1	Metabolic pathways - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu01100/image
100218360	ACSBG1; acyl-CoA synthetase bubblegum family member 1	Fatty acid metabolism - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu01212/image
100218360	ACSBG1; acyl-CoA synthetase bubblegum family member 1	PPAR signaling pathway - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu03320/image
100218360	ACSBG1; acyl-CoA synthetase bubblegum family member 1	Adipocytokine signaling pathway - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04920/image
100222948	TMEM216; transmembrane protein 216	-	-
100222947	GPR75; G protein-coupled receptor 75	-	-
100222946	OCSTAMP; osteoclast stimulatory transmembrane protein	-	-
100222944	vacuolar protein sorting-associated protein 51 homolog	-	-
100222943	PGRMC2; uncharacterized LOC100222943	-	-
100217780	E3 ubiquitin-protein ligase DTX1-like	Notch signaling pathway - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04330/image
100222941	PLTP; phospholipid transfer protein	PPAR signaling pathway - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu03320/image
100218369	ZFAND4; zinc finger AN1-type containing 4	-	-
100223339	INO80D; INO80 complex subunit D	-	-
101233260	ankyrin repeat and SAM domain-containing protein 1A-like	-	-
105760740	activin receptor type-2A-like	-	-
100231497	PTPRT; protein tyrosine phosphatase, receptor type T	-	-
100232620	IPO9; importin 9	-	-
100886717	MIR1329, tgu-mir-1329; microRNA 1329	-	-
105760762	uncharacterized LOC105760762	-	-
100230318	WNT6; Wnt family member 6	mTOR signaling pathway - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04150/image
100230318	WNT6; Wnt family member 6	Wnt signaling pathway - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04310/image
100230318	WNT6; Wnt family member 6	Melanogenesis - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04916/image
101234132	neuroserpin-like	-	-
100190308	MRPS17; mitochondrial ribosomal protein S17	Ribosome - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu03010/image
100230311	NCBP1; nuclear cap binding protein subunit 1	RNA transport - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu03013/image
100230311	NCBP1; nuclear cap binding protein subunit 1	mRNA surveillance pathway - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu03015/image
100230311	NCBP1; nuclear cap binding protein subunit 1	Spliceosome - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu03040/image
100230310	acrosin-like	-	-
100230312	PTPRG; protein tyrosine phosphatase, receptor type G	-	-
100230314	cytochrome b reductase 1	-	-
100230317	MUT; methylmalonyl-CoA mutase	Valine, leucine and isoleucine degradation - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu00280/image
100230317	MUT; methylmalonyl-CoA mutase	Glyoxylate and dicarboxylate metabolism - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu00630/image
100230317	MUT; methylmalonyl-CoA mutase	Propanoate metabolism - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu00640/image
100230317	MUT; methylmalonyl-CoA mutase	Metabolic pathways - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu01100/image
100230317	MUT; methylmalonyl-CoA mutase	Carbon metabolism - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu01200/image
100230316	uncharacterized LOC100230316	-	-
100225238	RPH3AL; rabphilin 3A-like (without C2 domains)	-	-
105760322	ankyrin-3-like	-	-
100229148	EBF3; early B-cell factor 3	-	-
105759777	NADH-cytochrome b5 reductase 2-like	-	-
100226852	STXBP6; syntaxin binding protein 6	-	-
105760408	uncharacterized LOC105760408	-	-
100228794	IAH1; isoamyl acetate-hydrolyzing esterase 1 homolog	-	-
100226855	NUMB; NUMB, endocytic adaptor protein	Notch signaling pathway - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04330/image
100224610	CAPZA1; capping actin protein of muscle Z-line alpha subunit 1	Endocytosis - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04144/image
100229419	SETD6; SET domain containing 6	-	-
100228956	SAMD13; sterile alpha motif domain containing 13	-	-
100228957	pancreatic secretory granule membrane major glycoprotein GP2-like	-	-
100228952	ACSL1; acyl-CoA synthetase long-chain family member 1	Fatty acid biosynthesis - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu00061/image
100228952	ACSL1; acyl-CoA synthetase long-chain family member 1	Fatty acid degradation - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu00071/image
100228952	ACSL1; acyl-CoA synthetase long-chain family member 1	Metabolic pathways - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu01100/image
100228952	ACSL1; acyl-CoA synthetase long-chain family member 1	Fatty acid metabolism - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu01212/image
100228952	ACSL1; acyl-CoA synthetase long-chain family member 1	PPAR signaling pathway - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu03320/image
100228952	ACSL1; acyl-CoA synthetase long-chain family member 1	Peroxisome - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04146/image
100228952	ACSL1; acyl-CoA synthetase long-chain family member 1	Ferroptosis - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04216/image
100228952	ACSL1; acyl-CoA synthetase long-chain family member 1	Adipocytokine signaling pathway - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu04920/image
100228953	di-N-acetylchitobiase-like	-	-
100228950	KAT8 regulatory NSL complex subunit 2-like	-	-
100228951	FAHD1; fumarylacetoacetate hydrolase domain containing 1	Tyrosine metabolism - Taeniopygia guttata (zebra finch)	http://rest.kegg.jp/get/tgu00350/image
