geneID	Description	Pathway	Pathway_map
PHAVU_003G171400g	hypothetical protein	-	-
PHAVU_011G124000g	hypothetical protein	Oxidative phosphorylation - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu00190/image
PHAVU_011G124000g	hypothetical protein	Metabolic pathways - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu01100/image
PHAVU_003G082400g	hypothetical protein	-	-
PHAVU_007G258100g	hypothetical protein	-	-
PHAVU_003G190100g	hypothetical protein	-	-
PHAVU_009G128000g	hypothetical protein	-	-
PHAVU_002G244900g	hypothetical protein	-	-
PHAVU_004G164700g	hypothetical protein	-	-
PHAVU_003G150500g	hypothetical protein	-	-
PHAVU_003G244200g	hypothetical protein	-	-
PHAVU_003G244100g	hypothetical protein	-	-
PHAVU_002G004000g	hypothetical protein	-	-
PHAVU_002G027600g	hypothetical protein	-	-
PHAVU_003G290300g	hypothetical protein	-	-
PHAVU_007G152900g	hypothetical protein	-	-
PHAVU_002G107900g	hypothetical protein	-	-
PHAVU_008G168600g	hypothetical protein	-	-
PHAVU_006G072900g	hypothetical protein	-	-
PHAVU_004G088000g	hypothetical protein	-	-
PHAVU_009G077300g	hypothetical protein	-	-
PHAVU_002G3286000	hypothetical protein	-	-
PHAVU_002G3286001	hypothetical protein	-	-
PHAVU_006G165200g	hypothetical protein	-	-
PHAVU_002G011800g	hypothetical protein	-	-
PHAVU_005G063000g	hypothetical protein	-	-
PHAVU_008G120900g	hypothetical protein	-	-
PHAVU_001G128200g	hypothetical protein	-	-
PHAVU_011G115400g	hypothetical protein	-	-
PHAVU_L010400g	hypothetical protein	-	-
PHAVU_009G0298001	hypothetical protein	-	-
PHAVU_009G0298000	hypothetical protein	Starch and sucrose metabolism - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu00500/image
PHAVU_009G0298000	hypothetical protein	Metabolic pathways - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu01100/image
PHAVU_011G111700g	hypothetical protein	-	-
PHAVU_004G082500g	hypothetical protein	-	-
PHAVU_005G079900g	hypothetical protein	-	-
PHAVU_003G273000g	hypothetical protein	-	-
PHAVU_006G173300g	hypothetical protein	-	-
PHAVU_008G238300g	hypothetical protein	-	-
PHAVU_011G123300g	hypothetical protein	-	-
PHAVU_004G012000g	hypothetical protein	-	-
PHAVU_002G001600g	hypothetical protein	Lysine degradation - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu00310/image
PHAVU_011G069800g	hypothetical protein	-	-
PHAVU_007G1100000	hypothetical protein	-	-
PHAVU_007G1100001	hypothetical protein	-	-
PHAVU_003G131900g	hypothetical protein	-	-
PHAVU_003G098000g	hypothetical protein	-	-
PHAVU_011G105100g	hypothetical protein	Nucleotide excision repair - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu03420/image
PHAVU_011G105100g	hypothetical protein	Ubiquitin mediated proteolysis - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu04120/image
PHAVU_011G105100g	hypothetical protein	Protein processing in endoplasmic reticulum - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu04141/image
PHAVU_009G034900g	hypothetical protein	Ubiquitin mediated proteolysis - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu04120/image
PHAVU_007G046300g	hypothetical protein	-	-
PHAVU_008G121400g	hypothetical protein	-	-
PHAVU_008G111900g	hypothetical protein	-	-
PHAVU_008G241600g	hypothetical protein	-	-
PHAVU_007G018500g	hypothetical protein	-	-
PHAVU_008G127100g	hypothetical protein	-	-
PHAVU_009G082500g	hypothetical protein	MAPK signaling pathway - plant - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu04016/image
PHAVU_009G249700g	hypothetical protein	-	-
PHAVU_003G261900g	hypothetical protein	Flavonoid biosynthesis - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu00941/image
PHAVU_003G261900g	hypothetical protein	Metabolic pathways - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu01100/image
PHAVU_003G261900g	hypothetical protein	Biosynthesis of secondary metabolites - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu01110/image
PHAVU_005G062500g	hypothetical protein	-	-
PHAVU_011G047500g	hypothetical protein	-	-
PHAVU_008G039000g	hypothetical protein	Pentose and glucuronate interconversions - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu00040/image
PHAVU_008G039000g	hypothetical protein	Metabolic pathways - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu01100/image
PHAVU_003G039200g	hypothetical protein	-	-
PHAVU_009G176800g	hypothetical protein	-	-
PHAVU_001G263900g	hypothetical protein	-	-
PHAVU_008G171500g	hypothetical protein	-	-
PHAVU_001G092800g	hypothetical protein	-	-
PHAVU_009G148900g	hypothetical protein	-	-
PHAVU_007G238700g	hypothetical protein	-	-
PHAVU_002G059300g	hypothetical protein	-	-
PHAVU_010G083000g	hypothetical protein	Ribosome biogenesis in eukaryotes - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu03008/image
PHAVU_005G158300g	hypothetical protein	Glyoxylate and dicarboxylate metabolism - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu00630/image
PHAVU_005G158300g	hypothetical protein	Butanoate metabolism - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu00650/image
PHAVU_005G158300g	hypothetical protein	Metabolic pathways - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu01100/image
PHAVU_005G158300g	hypothetical protein	Carbon metabolism - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu01200/image
PHAVU_009G250700g	hypothetical protein	Fatty acid degradation - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu00071/image
