Condition_1,Condition_2,CellType,Gene,Reg_direct
Y,Z,C,ADCY10,1
Y,Z,C,OSBP2,1
Y,Z,C,USP11,1
Y,Z,C,CARS,1
Y,Z,C,PEG10,1
Y,Z,C,HECTD4,1
Y,Z,C,WASF1,1
Y,Z,C,AFF4,1
Y,Z,C,LINC00662,1
Y,Z,C,MARS,1
Y,Z,C,SV2B,1
Y,Z,C,DDX18,1
Y,Z,C,CNKSR2,1
Y,Z,C,HECW2,1
Y,Z,C,PTPN2,1
Y,Z,C,HSPA9,1
Y,Z,C,MYO5A,1
Y,Z,C,SLC39A10,1
Y,Z,C,KCNMB2,1
Y,Z,C,IGFBP2,1
Y,Z,C,SUDS3,1
Y,Z,C,WDR59,1
Y,Z,C,PEAK1,1
Y,Z,C,GPI,1
Y,Z,C,RERE,1
Y,Z,C,RBBP6,1
Y,Z,C,CSMD1,1
Y,Z,C,ATP1B3,1
Y,Z,C,PRKAR2A,1
Y,Z,C,PPDPF,1
Y,Z,C,FAM106A,1
Y,Z,C,CCDC146,1
Y,Z,C,ARID1B,1
Y,Z,C,RGL1,1
Y,Z,C,PPIP5K1,1
Y,Z,C,ATP6V1F,1
Y,Z,C,C16orf87,1
Y,Z,C,RNASEH2C,1
Y,Z,C,TMED9,1
Y,Z,C,DZIP3,1
Y,Z,C,EHMT1,1
Y,Z,C,GRIK4,1
Y,Z,C,YWHAZ,1
Y,Z,C,INTS10,1
Y,Z,C,TPT1,1
Y,Z,C,ACTN1,1
Y,Z,C,SNX10,1
Y,Z,C,REL,1
Y,Z,C,AC008269.1,1
Y,Z,C,DZIP1,1
Y,Z,C,WIPF2,1
Y,Z,C,FRMD5,1
Y,Z,C,CXXC5,1
Y,Z,C,MIATNB,1
Y,Z,C,MAPKBP1,1
Y,Z,C,SH3GLB2,1
Y,Z,C,ELMO1,1
Y,Z,C,WDR83OS,1
Y,Z,C,RFK,1
Y,Z,C,RBM39,1
Y,Z,C,ZNF235,1
Y,Z,C,CYP46A1,1
Y,Z,C,ERO1B,1
Y,Z,C,RLF,1
Y,Z,C,ZSCAN18,1
Y,Z,C,RPS27,1
Y,Z,C,ZNF644,1
Y,Z,C,PPP4R2,1
Y,Z,C,GPR162,1
Y,Z,C,TLK2,1
Y,Z,C,LINC00159,1
Y,Z,C,PGAP1,1
Y,Z,C,ATP6V1G2,1
Y,Z,C,AP2S1,1
Y,Z,C,SMARCA4,1
Y,Z,C,APP,1
Y,Z,C,SOGA3,1
Y,Z,C,CISD1,1
Y,Z,C,LGMN,1
Y,Z,C,MVD,1
Y,Z,C,HIGD1A,1
Y,Z,C,NFIL3,1
Y,Z,C,PLXNC1,1
Y,Z,C,UBE2D2,1
Y,Z,C,FAM3C,1
Y,Z,C,KIAA0232,1
Y,Z,C,RABL6,1
Y,Z,C,SCLT1,1
Y,Z,C,MIA3,1
Y,Z,C,TRIM33,1
Y,Z,C,AC092683.1,1
Y,Z,C,FHL1,1
Y,Z,C,SCOC,1
Y,Z,C,RPS13,1
Y,Z,C,HOPX,1
Y,Z,C,ZFAS1,1
Y,Z,C,NOP58,1
Y,Z,C,DPF1,1
Y,Z,C,GNAQ,1
Y,Z,C,ENY2,1
Y,Z,C,SCN1B,1
Y,Z,C,CYFIP2,1
Y,Z,C,TTN-AS1,1
Y,Z,C,CEBPB,1
Y,Z,C,TRPC4AP,1
Y,Z,C,RFC3,1
Y,Z,C,ANKDD1A,1
Y,Z,C,AC093323.1,1
Y,Z,C,CACNB4,1
Y,Z,C,MLIP,1
Y,Z,C,RAP2A,1
Y,Z,C,STUB1,1
Y,Z,C,CCDC62,1
Y,Z,C,FBXL16,1
Y,Z,C,LVRN,1
Y,Z,C,NUDT11,1
Y,Z,C,AC097448.1,1
Y,Z,C,SLC27A4,1
Y,Z,C,TP53I11,1
Y,Z,C,SRSF11,1
Y,Z,C,PPP6R3,1
Y,Z,C,ARL3,1
Y,Z,C,CCNF,1
Y,Z,C,WDR49,1
Y,Z,C,SEPTIN2,1
Y,Z,C,CYTH3,1
Y,Z,C,ERP29,1
Y,Z,C,TBCD,1
Y,Z,C,MTUS2,1
Y,Z,C,POLR2E,1
Y,Z,C,SEPTIN3,1
Y,Z,C,DRAP1,1
Y,Z,C,UBE2Z,1
Y,Z,C,NDUFB2,1
Y,Z,C,PRR13,1
Y,Z,C,CNOT7,1
Y,Z,C,ATXN3,1
Y,Z,C,ECI2,1
Y,Z,C,DSCAM,1
Y,Z,C,SDCBP2,1
Y,Z,C,YTHDC2,1
Y,Z,C,USP12,1
Y,Z,C,PRKAG2-AS1,1
Y,Z,C,RHBDL3,1
Y,Z,C,NCL,1
Y,Z,C,HSPA14.1,1
Y,Z,C,GIPC2,1
Y,Z,C,SYF2,1
Y,Z,C,TRAPPC8,1
Y,Z,C,WNK2,1
Y,Z,C,NAP1L2,1
Y,Z,C,GRK2,1
Y,Z,C,RAPGEFL1,1
Y,Z,C,SYT14,1
Y,Z,C,RPS15A,1
Y,Z,C,KCNH3,1
Y,Z,C,EIF2AK2,1
Y,Z,C,KLRD1,1
Y,Z,C,NOP14,1
Y,Z,C,RELCH,1
Y,Z,C,KLC2,1
Y,Z,C,ARNTL,1
Y,Z,C,CEP44,1
Y,Z,C,GPRASP1,1
Y,Z,C,MRPL34,1
Y,Z,C,MRPL14,1
Y,Z,C,METTL6,1
Y,Z,C,OTUD3,1
Y,Z,C,CDO1,1
Y,Z,C,SNRPF,1
Y,Z,C,PSMC3,1
Y,Z,C,CDK5R2,1
Y,Z,C,NDN,1
Y,Z,C,SEM1,1
Y,Z,C,JMJD1C,1
Y,Z,C,NECAB2,1
Y,Z,C,DTWD1,1
Y,Z,C,DVL3,1
Y,Z,C,MT-CO3,1
Y,Z,C,MED15,1
Y,Z,C,BLVRB,1
Y,Z,C,ZNF394,1
Y,Z,C,MAGEF1,1
Y,Z,C,CYLD,1
Y,Z,C,HNRNPH3,1
Y,Z,C,MIAT,1
Y,Z,C,ATP5PD,1
Y,Z,C,SC5D,1
Y,Z,C,SLC20A2,1
Y,Z,C,PSMD3,1
Y,Z,C,LTBP3,1
Y,Z,C,INSR,1
Y,Z,C,RSPH1,1
Y,Z,C,CPNE1,1
Y,Z,C,NCOA6,1
Y,Z,C,GNG3,1
Y,Z,C,AL627171.2,1
Y,Z,C,ARMC2,1
Y,Z,C,TMX3,1
Y,Z,C,TMEM106B,1
Y,Z,C,RASD1,1
Y,Z,C,AC124283.1,1
Y,Z,C,EXOC4,1
Y,Z,C,LSM11,1
Y,Z,C,MFAP3L,1
Y,Z,C,NDUFA2,1
Y,Z,C,PLEKHA8,1
Y,Z,C,LNX1,1
Y,Z,C,TNR,1
Y,Z,C,SRI,1
Y,Z,C,RMND5A,1
Y,Z,C,LSM4,1
Y,Z,C,USP8,1
Y,Z,C,TBC1D20,1
Y,Z,C,CNOT6L,1
Y,Z,C,MRPL57,1
Y,Z,C,MGAM,1
Y,Z,C,PSMD5,1
Y,Z,C,USP53,1
Y,Z,C,FAM135A,1
Y,Z,C,PLAA,1
Y,Z,C,FAM204A,1
Y,Z,C,ISLR2,1
Y,Z,C,MRPL4,1
Y,Z,C,GRM7-AS3,1
Y,Z,C,GLRX5,1
Y,Z,C,MSI2,1
Y,Z,C,MKRN1,1
Y,Z,C,CDYL2,1
Y,Z,C,NUDT16L1,1
Y,Z,C,DACH2,1
Y,Z,C,ABCF2,1
Y,Z,C,COQ10B,1
Y,Z,C,GAREM1,1
Y,Z,C,NUMB,1
Y,Z,C,MED19,1
Y,Z,C,CUEDC2,1
Y,Z,C,RFX7,1
Y,Z,C,ADGRF5,1
Y,Z,C,TMEM161A,1
Y,Z,C,FAM92A,1
Y,Z,C,SPIRE2,1
Y,Z,C,CTH,1
Y,Z,C,AARSD1,1
Y,Z,C,NDUFAF5,1
Y,Z,C,ZNF529-AS1,1
Y,Z,C,DUSP19,1
Y,Z,C,CLDN12,1
Y,Z,C,AC104781.2,1
Y,Z,C,RRP12,1
Y,Z,C,RPS6KA3,1
Y,Z,C,POC1B,1
Y,Z,C,GET1,1
Y,Z,C,PTCHD1,1
Y,Z,C,TRIM24,1
Y,Z,C,YIPF7,1
Y,Z,C,AL158064.1,1
Y,Z,C,SMARCE1,1
Y,Z,C,TMEM246,1
Y,Z,C,CSNKA2IP,1
Y,Z,C,C17orf80,1
Y,Z,C,AL035071.2,1
Y,Z,C,TRIM13,1
Y,Z,C,ZNF555,1
Y,Z,C,FZR1,1
Y,Z,C,DUSP1,1
Y,Z,C,KBTBD6,1
Y,Z,C,OCA2,1
Y,Z,C,TMEM222,1
Y,Z,C,BAZ2B,1
Y,Z,C,ABHD14A,1
Y,Z,C,ZNF83,1
Y,Z,C,ABCA10,1
Y,Z,C,RGP1,1
Y,Z,C,AXIN1,1
Y,Z,C,ZNF830,1
Y,Z,C,HNRNPR,1
Y,Z,C,TOX4,1
Y,Z,C,TMED7,1
Y,Z,C,LINC01605,1
Y,Z,C,AC068481.1,1
Y,Z,C,MECP2,1
Y,Z,C,CLIC5,1
Y,Z,C,MRPL41,1
Y,Z,C,UBE2J2,1
Y,Z,C,HM13,1
Y,Z,C,RNF20,1
Y,Z,C,KCTD13,1
Y,Z,C,RAB5A,1
Y,Z,C,ZNF512,1
Y,Z,C,AL592043.1,1
Y,Z,C,AC091938.1,1
Y,Z,C,VIPR1,1
Y,Z,C,NUDCD2,1
Y,Z,C,FBXL3,1
Y,Z,C,RANBP1,1
Y,Z,C,HLTF,1
Y,Z,C,LIN54,1
Y,Z,C,GALK2,1
Y,Z,C,VCPKMT,1
Y,Z,C,ZNF639,1
Y,Z,C,CD46,1
Y,Z,C,SNX4,1
Y,Z,C,LINC00158,1
Y,Z,C,DMXL2,1
Y,Z,C,EPB41L5,1
Y,Z,C,KIAA1671,1
Y,Z,C,ARNTL2,1
Y,Z,C,TMED8,1
Y,Z,C,GTF2A2,1
Y,Z,C,EMC1-AS1,1
Y,Z,C,RAP1A,1
Y,Z,C,LINC02208,1
Y,Z,C,PKNOX1,1
Y,Z,C,OPA1-AS1,1
Y,Z,C,IDH1,1
Y,Z,C,TBL1XR1,1
Y,Z,C,ACOT13,1
Y,Z,C,ACVR2B,1
Y,Z,C,ABITRAM,1
Y,Z,C,SEC14L2,1
Y,Z,C,PLPP7,1
Y,Z,C,LINC00609,1
Y,Z,C,P4HA2-AS1,1
Y,Z,C,ECE1,1
Y,Z,C,ANKRD13A,1
Y,Z,C,FZD4,1
Y,Z,C,SEC24C,1
Y,Z,C,SLC6A13,1
Y,Z,C,INTS8,1
Y,Z,C,AURKAIP1,1
Y,Z,C,BRAT1,1
Y,Z,C,PLPP1,1
Y,Z,C,KCNA4,1
Y,Z,C,MRPL43,1
Y,Z,C,MYCBP,1
Y,Z,C,HAPLN2,1
Y,Z,C,GAN,1
Y,Z,C,SUPT3H,1
Y,Z,C,ZNF738,1
Y,Z,C,COX8A,1
Y,Z,C,ITPK1,1
Y,Z,C,SULT1A1,1
Y,Z,C,CCDC144NL,1
Y,Z,C,AC011944.1,1
Y,Z,C,ACTR3,1
Y,Z,C,ANAPC11,1
Y,Z,C,FEM1A,1
Y,Z,C,MPPED1,1
Y,Z,C,MRPL38,1
Y,Z,C,ALKBH1,1
Y,Z,C,CCNC,1
Y,Z,C,VPS29,1
Y,Z,C,AC008164.1,1
Y,Z,C,AKAP13,1
Y,Z,C,CORO2B,1
Y,Z,C,ATP8B4,1
Y,Z,C,STX10,1
Y,Z,C,UFM1,1
Y,Z,C,SOSTDC1,1
Y,Z,C,NIPSNAP3B,1
Y,Z,C,LEMD3,1
Y,Z,C,AC092120.3,1
Y,Z,C,GCC1,1
Y,Z,C,RNF7,1
Y,Z,C,RCL1,1
X,Z,B,MAF,1
X,Z,B,RPS27,1
X,Z,B,CALY,1
X,Z,B,MEF2C,1
X,Z,B,HERC6,1
X,Z,B,TNFRSF13C,1
X,Z,B,CYBA,1
X,Z,B,AL157392.2,1
X,Z,B,GNG3,1
X,Z,B,RPLP2,1
X,Z,B,RPL37A,1
X,Z,B,APPL2,1
X,Z,B,OAS3,1
X,Z,B,NCL,1
X,Z,B,MSI2,1
X,Z,B,HIST1H4C,1
X,Y,B,PLP1,1
X,Y,B,BLNK,1
X,Y,B,OTULINL,1
X,Y,B,APPL2,1
X,Y,B,MARCH3,1
X,Y,B,AL157392.2,1
X,Y,B,CTNNA3,1
X,Y,B,GNG3,1
X,Y,B,INPP5D,1
X,Y,B,ENTPD1,1
X,Y,B,ATP8B4,1
X,Y,B,ANKH,1
X,Y,B,SUSD3,1
X,Y,B,MARCKSL1,1
X,Y,B,KCNMB4,1
X,Y,B,CALY,1
X,Y,B,AL110114.1,1
X,Y,B,SLC25A4,1
X,Y,B,BANK1,1
X,Y,B,CTSB,2
X,Y,B,PDPN,2
X,Y,B,LARGE1,2
X,Y,B,ANKS1A,2
X,Y,B,SPATS2L,2
X,Y,B,REL,2
X,Y,B,RNF149,2
X,Y,B,BCL2A1,2
X,Y,B,UGCG,2
X,Y,B,DDX3Y,2
X,Y,B,HSPB1,2
X,Y,B,FCGBP,2
X,Y,B,PTPN2,2
Z,X,B,MSI2,2
Z,X,B,OAS3,2
Z,X,B,APPL2,2
Z,X,B,NDUFB9,2
Z,X,B,AL157392.2,2
Z,X,B,CYBA,2
Z,X,B,TNFRSF13C,2
Z,X,B,MEF2C,2
Z,X,B,CALY,2
Z,X,B,RPS27,2
Z,X,B,CFL1,2
Z,X,B,MAF,2
Z,X,B,C3,2
Z,Y,B,DSCAM,1
Z,Y,B,CACNB4,1
Z,Y,B,LRRTM4,1
Z,Y,B,MAF,1
Z,Y,B,BLNK,1
Z,Y,B,PDPN,2
Z,Y,B,IFIH1,2
Z,Y,B,TMEM9B-AS1,2
Z,Y,B,REL,2
Z,Y,B,HERC6,2
Z,Y,B,BCL2A1,2
Z,Y,B,DDX3Y,2
Z,Y,B,IRF7,2
Z,Y,B,IFI27,2
Z,Y,B,UGCG,2
Z,Y,B,FNDC3B,2
Z,Y,B,FCGBP,2
Z,Y,B,UBE3A,2
Z,Y,B,OAS3,2
Y,X,B,MS4A6A,1
Y,X,B,FCGBP,1
Y,X,B,DDX3Y,1
Y,X,B,UGCG,1
Y,X,B,BCL2A1,1
Y,X,B,IFI27,1
Y,X,B,RNF149,1
Y,X,B,SPATS2L,1
Y,X,B,HIST1H1C,1
Y,X,B,LARGE1,1
Y,X,B,RGL1,1
Y,X,B,PDPN,1
Y,X,B,CTSB,1
Y,X,B,DCAF6,1
Y,X,B,BANK1,2
Y,X,B,AC073475.1,2
Y,X,B,AL110114.1,2
Y,X,B,SHLD1,2
Y,X,B,KCNMB4,2
Y,X,B,SUSD3,2
Y,X,B,ANKH,2
Y,X,B,ENTPD1,2
Y,X,B,NAALADL2,2
Y,X,B,GNG3,2
Y,X,B,MEF2C,2
Y,X,B,CTNNA3,2
Y,X,B,MARCH3,2
Y,X,B,APPL2,2
Y,X,B,OTULINL,2
Y,X,B,DSCAM,2
Y,X,B,BLNK,2
Y,X,B,CACNB4,2
Y,Z,B,MS4A6A,1
Y,Z,B,UBE3A,1
Y,Z,B,FNDC3B,1
Y,Z,B,UGCG,1
Y,Z,B,IFI27,1
Y,Z,B,FAM20C,1
Y,Z,B,IRF7,1
Y,Z,B,DDX3Y,1
Y,Z,B,BCL2A1,1
Y,Z,B,CHCHD7,1
Y,Z,B,REL,1
Y,Z,B,UBE2B,1
Y,Z,B,TMEM9B-AS1,1
Y,Z,B,IFIH1,1
Y,Z,B,SEM1,1
Y,Z,B,PDPN,1
Y,Z,B,MCL1,1
Y,Z,B,BLNK,2
Y,Z,B,MAF,2
Y,Z,B,LRRTM4,2
Y,Z,B,RERE,2
Y,Z,B,CACNB4,2
Y,Z,B,CTNNA3,2
X,Z,A,PLP1,2
X,Z,A,CALY,1
X,Z,A,ENTPD1,1
X,Z,A,GOLGA8B,1
X,Z,A,MCF2L2,1
X,Z,A,GNG3,1
X,Z,A,LRRN2,1
X,Z,A,FRMD5,2
X,Z,A,SLC9A9,2
X,Z,A,NUTM2B-AS1,2
X,Y,A,LRRTM4,1
X,Y,A,XAF1,1
X,Y,A,EPM2A,1
X,Y,A,RHBDL3,1
X,Y,A,TNR,1
X,Y,A,LTBP1,1
X,Y,A,OAF,1
X,Y,A,WIPF2,1
X,Y,A,SCLT1,1
X,Y,A,IDH1,1
X,Y,A,ZFAS1,2
X,Y,A,UGCG,2
X,Y,A,KLF9,2
X,Y,A,LRAT,2
X,Y,A,RPL37A,2
X,Y,A,GCLM,2
X,Y,A,MCL1,2
X,Y,A,UBE2B,2
X,Y,A,GAB2,2
X,Y,A,PDE5A,2
X,Y,A,MRPS5,2
X,Y,A,ACTN1,2
X,Y,A,AHNAK,2
X,Y,A,CYB5B,2
X,Y,A,AC104389.5,2
X,Y,A,TNFRSF1A,2
X,Y,A,JUN,2
X,Y,A,APOL6,2
X,Y,A,NUTM2B-AS1,2
X,Y,A,UBE3A,2
X,Y,A,CEBPB,2
X,Y,A,HSPB1,2
Z,X,A,SEMA3E,1
Z,X,A,FRMD5,1
Z,X,A,LRRN2,2
Z,X,A,MCF2L2,2
Z,X,A,GOLGA8B,2
Z,X,A,ENTPD1,2
Z,X,A,CARHSP1,2
Z,X,A,CALY,2
Z,X,A,NTNG1,2
Z,X,A,MT-CO3,2
Z,Y,A,LRRTM4,1
Z,Y,A,EAF2,1
Z,Y,A,GPRASP1,2
Z,Y,A,UBE2B,2
Z,Y,A,ATP1B3,2
Z,Y,A,PPDPF,2
Z,Y,A,ZNF483,2
Z,Y,A,GAB2,2
Z,Y,A,TMX3,2
Z,Y,A,BCKDHA,2
Z,Y,A,ADIRF-AS1,2
Z,Y,A,HIST1H1C,2
Z,Y,A,LRAT,2
Z,Y,A,TMA7,2
Z,Y,A,MAP1LC3B,2
Z,Y,A,PLXND1,2
Z,Y,A,GMPR,2
Z,Y,A,RHOBTB3,2
Z,Y,A,SLC19A1,2
Z,Y,A,RPL37A,2
Z,Y,A,CCDC144NL,2
Z,Y,A,ZSCAN18,2
Z,Y,A,HSPA9,2
Z,Y,A,RTN3,2
Z,Y,A,ECI2,2
Z,Y,A,PGK1,2
Z,Y,A,FAM20C,2
Z,Y,A,AHNAK,2
Z,Y,A,UBE3A,2
Z,Y,A,CEBPB,2
Z,Y,A,HOPX,2
Z,Y,A,MT-CO3,2
Z,Y,A,CRYAB,2
Z,Y,A,JUN,2
Y,X,A,CRYAB,1
Y,X,A,UBE3A,1
Y,X,A,APOL6,1
Y,X,A,JUN,1
Y,X,A,TNFRSF1A,1
Y,X,A,GLIS3,1
Y,X,A,AC104389.5,1
Y,X,A,CYB5B,1
Y,X,A,AHNAK,1
Y,X,A,HOPX,1
Y,X,A,ACTN1,1
Y,X,A,MRPS5,1
Y,X,A,BARD1,1
Y,X,A,PDE5A,1
Y,X,A,GAB2,1
Y,X,A,TPT1,1
Y,X,A,UBE2B,1
Y,X,A,TBC1D24,1
Y,X,A,PFKFB3,1
Y,X,A,RPL37A,1
Y,X,A,LRAT,1
Y,X,A,KLF9,1
Y,X,A,UGCG,1
Y,X,A,ZFAS1,1
Y,X,A,SCLT1,2
Y,X,A,WIPF2,2
Y,X,A,OAF,2
Y,X,A,TNR,2
Y,X,A,RHBDL3,2
Y,X,A,EPM2A,2
Y,X,A,GRIK4,2
Y,X,A,XAF1,2
Y,X,A,GOLGA8B,2
Y,X,A,LINC01814,2
Y,Z,A,HSPB1,1
Y,Z,A,MT-CO3,1
Y,Z,A,CEBPB,1
Y,Z,A,UBE3A,1
Y,Z,A,AHNAK,1
Y,Z,A,TPT1,1
Y,Z,A,FAM20C,1
Y,Z,A,PGK1,1
Y,Z,A,ECI2,1
Y,Z,A,CYB5B,1
Y,Z,A,TMED10,1
Y,Z,A,RTN3,1
Y,Z,A,TMEM43,1
Y,Z,A,HSPA9,1
Y,Z,A,ZSCAN18,1
Y,Z,A,COMT,1
Y,Z,A,CCDC144NL,1
Y,Z,A,MIAT,1
Y,Z,A,TNFRSF1A,1
Y,Z,A,RHOBTB3,1
Y,Z,A,GMPR,1
Y,Z,A,PLXND1,1
Y,Z,A,MAP1LC3B,1
Y,Z,A,TMA7,1
Y,Z,A,LRAT,1
Y,Z,A,HIST1H1C,1
Y,Z,A,ADIRF-AS1,1
Y,Z,A,BCKDHA,1
Y,Z,A,TMX3,1
Y,Z,A,RASD1,1
Y,Z,A,PRRC2C,1
Y,Z,A,ZFAS1,1
Y,Z,A,PPDPF,1
Y,Z,A,ATP1B3,1
Y,Z,A,RSL24D1,1
Y,Z,A,NDN,1
Y,Z,A,UBE2B,1
Y,Z,A,HIGD1A,1
Y,Z,A,SREBF1,1
Y,Z,A,GPRASP1,1
Y,Z,A,EAF2,2
Y,Z,A,GDAP1,2
Y,Z,A,SEMA3E,2
